frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
77,5.80,-0.52,5.79,-0.53,0.53,0.72,6.33,6.32,6.32
78,5.79,-0.45,5.79,-0.46,0.46,0.63,6.24,6.24,6.24
79,5.78,-0.38,5.78,-0.38,0.38,0.55,6.16,6.17,6.16
80,5.77,-0.31,5.78,-0.31,0.31,0.47,6.08,6.09,6.08
81,5.76,-0.25,5.77,-0.25,0.25,0.39,6.01,6.02,6.01
82,5.76,-0.18,5.76,-0.18,0.18,0.32,5.94,5.94,5.94
83,5.76,-0.12,5.76,-0.12,0.12,0.24,5.87,5.87,5.87
84,5.75,-0.05,5.75,-0.06,0.06,0.16,5.81,5.80,5.81
85,5.74,0.01,5.74,0.00,-0.00,0.09,5.74,5.74,5.74
86,5.73,0.06,5.73,0.06,-0.06,0.01,5.67,5.67,5.67
87,5.72,0.12,5.72,0.12,-0.12,-0.06,5.61,5.60,5.61
88,5.71,0.17,5.71,0.17,-0.17,-0.14,5.54,5.54,5.54
89,5.70,0.23,5.70,0.23,-0.23,-0.21,5.47,5.48,5.47
90,5.69,0.28,5.70,0.28,-0.28,-0.28,5.41,5.41,5.41
91,5.68,0.34,5.69,0.34,-0.34,-0.35,5.35,5.35,5.35
92,5.67,0.39,5.68,0.39,-0.39,-0.42,5.28,5.29,5.28
93,5.66,0.44,5.67,0.44,-0.44,-0.50,5.22,5.22,5.23
94,5.66,0.49,5.66,0.50,-0.50,-0.57,5.16,5.16,5.17
95,5.65,0.54,5.65,0.55,-0.55,-0.64,5.10,5.10,5.11
96,5.64,0.60,5.64,0.60,-0.60,-0.71,5.04,5.04,5.04
97,5.63,0.65,5.63,0.65,-0.65,-0.78,4.98,4.98,4.98
98,5.63,0.70,5.62,0.70,-0.70,-0.84,4.92,4.92,4.92
99,5.62,0.76,5.61,0.75,-0.75,-0.91,4.86,4.86,4.86
100,5.61,0.81,5.60,0.81,-0.81,-0.98,4.80,4.79,4.80
101,5.60,0.86,5.59,0.86,-0.86,-1.05,4.74,4.73,4.73
102,5.58,0.91,5.58,0.91,-0.91,-1.11,4.67,4.67,4.67
104,5.56,0.95,5.57,0.96,-0.96,-1.24,4.60,4.61,4.61
105,5.55,1.01,5.55,1.01,-1.01,-1.30,4.54,4.54,4.54
106,5.54,1.06,5.54,1.07,-1.07,-1.37,4.47,4.48,4.48
107,5.53,1.11,5.53,1.12,-1.12,-1.43,4.41,4.41,4.42
108,5.52,1.17,5.52,1.17,-1.17,-1.49,4.34,4.35,4.35
109,5.50,1.22,5.50,1.22,-1.22,-1.54,4.28,4.28,4.28
110,5.49,1.28,5.49,1.28,-1.28,-1.60,4.22,4.22,4.21
111,5.48,1.33,5.48,1.33,-1.33,-1.66,4.15,4.15,4.15
112,5.47,1.38,5.47,1.38,-1.38,-1.71,4.09,4.09,4.09
113,5.46,1.43,5.45,1.43,-1.43,-1.76,4.03,4.02,4.02
114,5.44,1.48,5.44,1.48,-1.48,-1.81,3.96,3.96,3.96
115,5.43,1.53,5.43,1.53,-1.53,-1.86,3.90,3.90,3.90
117,5.41,1.57,5.41,1.58,-1.58,-1.94,3.83,3.84,3.83
118,5.39,1.62,5.40,1.62,-1.62,-1.98,3.77,3.77,3.77
119,5.38,1.67,5.38,1.67,-1.67,-2.02,3.71,3.71,3.71
120,5.37,1.72,5.37,1.71,-1.71,-2.05,3.65,3.65,3.65
121,5.35,1.76,5.35,1.76,-1.76,-2.09,3.60,3.59,3.59
123,5.33,1.80,5.33,1.80,-1.80,-2.15,3.53,3.54,3.53
124,5.32,1.84,5.32,1.84,-1.84,-2.17,3.48,3.48,3.48
125,5.30,1.88,5.30,1.88,-1.88,-2.19,3.42,3.42,3.42
126,5.29,1.93,5.29,1.92,-1.92,-2.21,3.37,3.36,3.37
128,5.27,1.95,5.27,1.96,-1.96,-2.25,3.30,3.31,3.31
129,5.25,2.00,5.25,2.00,-2.00,-2.26,3.25,3.25,3.25
130,5.24,2.04,5.24,2.04,-2.04,-2.28,3.20,3.20,3.20
131,5.22,2.08,5.22,2.08,-2.08,-2.29,3.14,3.14,3.14
133,5.19,2.11,5.20,2.12,-2.12,-2.30,3.08,3.08,3.08
134,5.18,2.16,5.18,2.16,-2.16,-2.31,3.03,3.03,3.03
135,5.17,2.20,5.16,2.19,-2.19,-2.31,2.97,2.97,2.97
137,5.14,2.23,5.14,2.23,-2.23,-2.32,2.91,2.91,2.91
138,5.13,2.27,5.12,2.27,-2.27,-2.32,2.86,2.85,2.86
140,5.10,2.30,5.10,2.31,-2.31,-2.32,2.79,2.80,2.80
141,5.09,2.34,5.09,2.35,-2.35,-2.32,2.74,2.74,2.74
142,5.07,2.39,5.07,2.38,-2.38,-2.32,2.69,2.68,2.68
144,5.04,2.42,5.05,2.42,-2.42,-2.32,2.62,2.62,2.62
145,5.03,2.46,5.02,2.46,-2.46,-2.31,2.57,2.57,2.57
147,5.00,2.49,5.00,2.50,-2.50,-2.31,2.50,2.51,2.51
148,4.99,2.53,4.98,2.53,-2.53,-2.31,2.45,2.45,2.45
150,4.96,2.56,4.96,2.57,-2.57,-2.31,2.39,2.39,2.39
151,4.94,2.61,4.94,2.61,-2.61,-2.31,2.34,2.34,2.34
153,4.92,2.64,4.92,2.64,-2.64,-2.31,2.28,2.28,2.28
154,4.90,2.68,4.90,2.68,-2.68,-2.31,2.23,2.22,2.22
156,4.88,2.71,4.88,2.71,-2.71,-2.31,2.17,2.17,2.17
157,4.86,2.75,4.86,2.75,-2.75,-2.31,2.12,2.11,2.11
159,4.83,2.78,4.83,2.78,-2.78,-2.32,2.05,2.05,2.05
160,4.82,2.82,4.81,2.81,-2.81,-2.32,2.00,2.00,2.00
162,4.79,2.85,4.79,2.85,-2.85,-2.33,1.94,1.94,1.94
164,4.76,2.87,4.76,2.88,-2.88,-2.35,1.88,1.88,1.88
165,4.74,2.92,4.74,2.92,-2.92,-2.36,1.83,1.82,1.83
167,4.71,2.94,4.72,2.95,-2.95,-2.37,1.76,1.77,1.77
169,4.68,2.97,4.69,2.98,-2.98,-2.39,1.70,1.71,1.71
170,4.67,3.02,4.67,3.02,-3.02,-2.41,1.65,1.65,1.65
172,4.64,3.05,4.64,3.05,-3.05,-2.43,1.59,1.59,1.60
174,4.62,3.08,4.62,3.08,-3.08,-2.46,1.53,1.54,1.54
175,4.60,3.12,4.60,3.12,-3.12,-2.47,1.49,1.48,1.48
177,4.57,3.15,4.57,3.15,-3.15,-2.51,1.43,1.42,1.42
179,4.55,3.18,4.55,3.18,-3.18,-2.54,1.37,1.37,1.37
181,4.52,3.21,4.52,3.21,-3.21,-2.58,1.31,1.32,1.31
183,4.49,3.23,4.50,3.24,-3.24,-2.62,1.26,1.26,1.26
184,4.48,3.27,4.47,3.26,-3.26,-2.64,1.21,1.21,1.21
186,4.45,3.29,4.45,3.29,-3.29,-2.69,1.16,1.16,1.16
188,4.42,3.32,4.42,3.31,-3.31,-2.73,1.11,1.11,1.10
190,4.39,3.34,4.39,3.34,-3.34,-2.78,1.06,1.06,1.06
192,4.37,3.36,4.37,3.36,-3.36,-2.83,1.01,1.01,1.01
194,4.34,3.38,4.34,3.38,-3.38,-2.88,0.96,0.96,0.96
196,4.31,3.39,4.31,3.40,-3.40,-2.93,0.92,0.92,0.92
198,4.28,3.41,4.28,3.41,-3.41,-2.99,0.87,0.87,0.87
200,4.26,3.42,4.26,3.43,-3.43,-3.04,0.83,0.83,0.83
202,4.23,3.44,4.23,3.44,-3.44,-3.10,0.78,0.79,0.79
204,4.20,3.45,4.20,3.46,-3.46,-3.16,0.74,0.75,0.75
206,4.17,3.47,4.18,3.47,-3.47,-3.21,0.70,0.71,0.71
208,4.15,3.48,4.15,3.48,-3.48,-3.27,0.67,0.67,0.67
210,4.12,3.49,4.12,3.49,-3.49,-3.33,0.63,0.63,0.63
212,4.09,3.50,4.09,3.50,-3.50,-3.39,0.59,0.59,0.59
214,4.07,3.51,4.06,3.51,-3.51,-3.44,0.56,0.55,0.55
216,4.04,3.52,4.04,3.52,-3.52,-3.49,0.52,0.52,0.52
218,4.01,3.53,4.01,3.52,-3.52,-3.55,0.49,0.49,0.49
221,3.97,3.52,3.98,3.53,-3.53,-3.62,0.45,0.45,0.46
223,3.95,3.52,3.95,3.53,-3.53,-3.67,0.42,0.42,0.43
225,3.92,3.53,3.92,3.53,-3.53,-3.71,0.39,0.39,0.39
227,3.89,3.53,3.89,3.53,-3.53,-3.76,0.36,0.36,0.36
229,3.87,3.54,3.86,3.53,-3.53,-3.80,0.33,0.33,0.33
232,3.83,3.53,3.83,3.53,-3.53,-3.85,0.30,0.30,0.30
234,3.80,3.53,3.80,3.53,-3.53,-3.88,0.27,0.27,0.27
236,3.78,3.53,3.77,3.52,-3.52,-3.90,0.25,0.25,0.25
239,3.74,3.51,3.74,3.52,-3.52,-3.93,0.22,0.23,0.22
241,3.71,3.51,3.71,3.51,-3.51,-3.95,0.21,0.21,0.20
244,3.68,3.49,3.68,3.49,-3.49,-3.96,0.18,0.19,0.18
246,3.65,3.48,3.65,3.48,-3.48,-3.96,0.17,0.17,0.17
248,3.63,3.47,3.62,3.46,-3.46,-3.96,0.16,0.16,0.15
251,3.59,3.45,3.59,3.44,-3.44,-3.96,0.15,0.15,0.14
253,3.57,3.43,3.56,3.42,-3.42,-3.94,0.14,0.14,0.14
256,3.53,3.40,3.53,3.40,-3.40,-3.92,0.13,0.14,0.13
259,3.50,3.37,3.50,3.37,-3.37,-3.89,0.12,0.13,0.13
261,3.47,3.34,3.47,3.35,-3.35,-3.86,0.13,0.13,0.13
264,3.44,3.31,3.44,3.32,-3.32,-3.81,0.12,0.13,0.13
266,3.42,3.29,3.41,3.29,-3.29,-3.78,0.13,0.13,0.13
269,3.39,3.25,3.38,3.26,-3.26,-3.72,0.13,0.13,0.14
272,3.35,3.22,3.35,3.23,-3.23,-3.66,0.13,0.13,0.14
274,3.33,3.19,3.32,3.19,-3.19,-3.61,0.13,0.13,0.14
277,3.29,3.16,3.29,3.16,-3.16,-3.54,0.13,0.13,0.14
280,3.26,3.12,3.26,3.13,-3.13,-3.47,0.13,0.13,0.14
283,3.22,3.09,3.23,3.10,-3.10,-3.39,0.12,0.13,0.13
286,3.19,3.06,3.19,3.06,-3.06,-3.31,0.12,0.13,0.13
288,3.16,3.03,3.16,3.03,-3.03,-3.26,0.13,0.13,0.13
291,3.13,3.00,3.13,2.99,-2.99,-3.18,0.13,0.13,0.13
294,3.09,2.96,3.09,2.95,-2.95,-3.09,0.14,0.14,0.13
297,3.06,2.92,3.06,2.91,-2.91,-3.01,0.15,0.15,0.14
300,3.02,2.87,3.02,2.87,-2.87,-2.93,0.16,0.16,0.15
303,2.99,2.83,2.99,2.82,-2.82,-2.85,0.17,0.17,0.16
306,2.96,2.78,2.96,2.77,-2.77,-2.77,0.19,0.18,0.18
309,2.92,2.73,2.92,2.72,-2.72,-2.69,0.20,0.20,0.20
312,2.89,2.67,2.88,2.66,-2.66,-2.61,0.23,0.22,0.22
316,2.84,2.61,2.85,2.61,-2.61,-2.51,0.24,0.24,0.24
319,2.81,2.55,2.81,2.55,-2.55,-2.44,0.26,0.26,0.26
322,2.77,2.49,2.77,2.49,-2.49,-2.36,0.28,0.29,0.29
325,2.74,2.43,2.73,2.43,-2.43,-2.29,0.31,0.31,0.31
328,2.70,2.37,2.70,2.37,-2.37,-2.22,0.33,0.33,0.34
332,2.65,2.30,2.66,2.31,-2.31,-2.14,0.35,0.35,0.36
335,2.62,2.24,2.62,2.25,-2.25,-2.07,0.37,0.37,0.38
338,2.58,2.19,2.58,2.20,-2.20,-2.01,0.39,0.38,0.39
342,2.54,2.13,2.54,2.14,-2.14,-1.93,0.39,0.40,0.41
345,2.50,2.09,2.50,2.09,-2.09,-1.87,0.41,0.41,0.42
349,2.46,2.03,2.46,2.04,-2.04,-1.79,0.41,0.42,0.42
352,2.43,1.99,2.43,2.00,-2.00,-1.74,0.43,0.43,0.43
356,2.38,1.95,2.39,1.95,-1.95,-1.67,0.43,0.43,0.43
359,2.35,1.91,2.35,1.91,-1.91,-1.62,0.44,0.44,0.44
363,2.31,1.87,2.31,1.87,-1.87,-1.55,0.44,0.44,0.44
366,2.28,1.84,2.27,1.83,-1.83,-1.50,0.45,0.44,0.44
370,2.24,1.79,2.23,1.79,-1.79,-1.44,0.44,0.44,0.44
374,2.19,1.75,2.20,1.76,-1.76,-1.38,0.44,0.44,0.44
377,2.16,1.72,2.16,1.72,-1.72,-1.34,0.45,0.44,0.44
381,2.12,1.68,2.12,1.68,-1.68,-1.29,0.44,0.44,0.44
385,2.08,1.64,2.08,1.64,-1.64,-1.23,0.44,0.44,0.44
389,2.04,1.60,2.04,1.61,-1.61,-1.18,0.44,0.44,0.44
393,2.00,1.57,2.01,1.57,-1.57,-1.13,0.43,0.44,0.44
397,1.96,1.53,1.97,1.53,-1.53,-1.09,0.43,0.43,0.44
401,1.93,1.49,1.93,1.49,-1.49,-1.04,0.43,0.43,0.44
405,1.89,1.45,1.89,1.45,-1.45,-1.00,0.43,0.43,0.43
409,1.85,1.41,1.85,1.41,-1.41,-0.96,0.43,0.44,0.43
413,1.81,1.37,1.81,1.37,-1.37,-0.92,0.44,0.44,0.43
417,1.77,1.33,1.77,1.33,-1.33,-0.88,0.44,0.44,0.44
421,1.73,1.29,1.73,1.29,-1.29,-0.84,0.45,0.44,0.44
425,1.69,1.25,1.69,1.24,-1.24,-0.80,0.45,0.45,0.44
430,1.65,1.19,1.65,1.19,-1.19,-0.76,0.45,0.45,0.45
434,1.61,1.15,1.61,1.15,-1.15,-0.72,0.46,0.46,0.46
438,1.57,1.10,1.57,1.10,-1.10,-0.69,0.47,0.47,0.47
443,1.52,1.04,1.52,1.05,-1.05,-0.65,0.47,0.48,0.48
447,1.48,0.99,1.48,1.00,-1.00,-0.62,0.48,0.48,0.49
451,1.44,0.95,1.44,0.95,-0.95,-0.59,0.49,0.49,0.50
456,1.40,0.89,1.40,0.90,-0.90,-0.55,0.50,0.50,0.51
460,1.36,0.85,1.36,0.85,-0.85,-0.52,0.51,0.51,0.51
465,1.32,0.80,1.32,0.80,-0.80,-0.49,0.51,0.51,0.52
470,1.27,0.75,1.28,0.76,-0.76,-0.46,0.52,0.52,0.53
474,1.24,0.71,1.24,0.71,-0.71,-0.43,0.53,0.53,0.53
479,1.20,0.66,1.19,0.66,-0.66,-0.40,0.54,0.53,0.54
484,1.15,0.61,1.15,0.61,-0.61,-0.37,0.54,0.54,0.54
489,1.11,0.57,1.11,0.56,-0.56,-0.34,0.55,0.55,0.55
494,1.07,0.52,1.07,0.52,-0.52,-0.31,0.55,0.55,0.55
499,1.03,0.47,1.03,0.47,-0.47,-0.28,0.56,0.56,0.56
504,0.99,0.42,0.99,0.42,-0.42,-0.25,0.57,0.57,0.57
509,0.94,0.37,0.95,0.37,-0.37,-0.23,0.58,0.58,0.57
514,0.90,0.32,0.90,0.32,-0.32,-0.20,0.59,0.59,0.58
519,0.86,0.27,0.86,0.26,-0.26,-0.18,0.60,0.60,0.60
524,0.82,0.21,0.82,0.21,-0.21,-0.15,0.61,0.61,0.61
529,0.78,0.16,0.78,0.16,-0.16,-0.13,0.63,0.63,0.63
535,0.74,0.10,0.74,0.10,-0.10,-0.10,0.64,0.64,0.64
540,0.70,0.04,0.70,0.05,-0.05,-0.08,0.65,0.65,0.66
545,0.66,-0.01,0.66,-0.01,0.01,-0.05,0.67,0.67,0.67
551,0.62,-0.06,0.62,-0.06,0.06,-0.03,0.68,0.69,0.69
556,0.59,-0.11,0.59,-0.11,0.11,-0.00,0.70,0.70,0.70
562,0.55,-0.17,0.55,-0.17,0.17,0.02,0.72,0.72,0.72
568,0.51,-0.22,0.51,-0.22,0.22,0.05,0.73,0.73,0.73
573,0.48,-0.27,0.47,-0.27,0.27,0.07,0.75,0.74,0.75
579,0.44,-0.32,0.44,-0.32,0.32,0.10,0.76,0.76,0.76
585,0.40,-0.37,0.40,-0.37,0.37,0.12,0.77,0.77,0.77
591,0.36,-0.42,0.37,-0.41,0.41,0.15,0.78,0.78,0.79
596,0.33,-0.47,0.33,-0.46,0.46,0.17,0.79,0.79,0.80
602,0.30,-0.51,0.30,-0.50,0.50,0.20,0.80,0.80,0.81
608,0.26,-0.55,0.26,-0.54,0.54,0.22,0.81,0.81,0.81
615,0.23,-0.59,0.23,-0.58,0.58,0.25,0.81,0.81,0.82
621,0.20,-0.63,0.20,-0.62,0.62,0.28,0.82,0.82,0.82
627,0.16,-0.67,0.16,-0.66,0.66,0.30,0.83,0.83,0.83
633,0.13,-0.70,0.13,-0.70,0.70,0.33,0.84,0.84,0.84
639,0.10,-0.74,0.10,-0.74,0.74,0.36,0.85,0.85,0.84
646,0.07,-0.78,0.07,-0.78,0.78,0.39,0.86,0.86,0.85
652,0.04,-0.82,0.04,-0.82,0.82,0.41,0.87,0.87,0.86
659,0.01,-0.86,0.01,-0.87,0.87,0.45,0.88,0.88,0.87
665,-0.01,-0.90,-0.01,-0.91,0.91,0.47,0.89,0.89,0.89
672,-0.04,-0.95,-0.04,-0.95,0.95,0.51,0.91,0.91,0.91
679,-0.07,-1.00,-0.06,-1.00,1.00,0.54,0.93,0.93,0.93
686,-0.09,-1.05,-0.09,-1.04,1.04,0.57,0.95,0.96,0.96
692,-0.12,-1.10,-0.11,-1.09,1.09,0.60,0.98,0.98,0.98
699,-0.14,-1.16,-0.13,-1.14,1.14,0.64,1.00,1.01,1.01
706,-0.16,-1.21,-0.16,-1.20,1.20,0.67,1.03,1.04,1.04
713,-0.18,-1.26,-0.18,-1.25,1.25,0.70,1.07,1.07,1.07
721,-0.20,-1.31,-0.21,-1.31,1.31,0.75,1.11,1.10,1.11
728,-0.22,-1.36,-0.24,-1.38,1.38,0.78,1.15,1.14,1.14
735,-0.24,-1.41,-0.27,-1.44,1.44,0.82,1.20,1.17,1.16
742,-0.29,-1.48,-0.31,-1.51,1.51,0.85,1.22,1.20,1.19
750,-0.34,-1.56,-0.35,-1.58,1.58,0.90,1.24,1.23,1.22
757,-0.38,-1.64,-0.40,-1.65,1.65,0.93,1.27,1.25,1.25
765,-0.43,-1.72,-0.44,-1.72,1.72,0.98,1.28,1.28,1.28
773,-0.49,-1.80,-0.49,-1.79,1.79,1.02,1.30,1.30,1.31
780,-0.52,-1.86,-0.53,-1.85,1.85,1.06,1.33,1.32,1.34
788,-0.57,-1.93,-0.57,-1.91,1.91,1.10,1.34,1.35,1.36
796,-0.61,-2.00,-0.60,-1.97,1.97,1.14,1.36,1.37,1.39
804,-0.65,-2.06,-0.63,-2.02,2.02,1.19,1.36,1.39,1.41
812,-0.70,-2.12,-0.65,-2.06,2.06,1.23,1.36,1.41,1.43
820,-0.69,-2.13,-0.66,-2.09,2.09,1.27,1.40,1.43,1.45
828,-0.67,-2.14,-0.66,-2.11,2.11,1.31,1.44,1.45,1.47
837,-0.65,-2.14,-0.65,-2.13,2.13,1.36,1.48,1.48,1.48
845,-0.64,-2.14,-0.64,-2.14,2.14,1.40,1.51,1.50,1.50
853,-0.62,-2.14,-0.63,-2.15,2.15,1.44,1.53,1.52,1.52
862,-0.59,-2.14,-0.60,-2.15,2.15,1.48,1.56,1.55,1.54
871,-0.56,-2.13,-0.58,-2.15,2.15,1.52,1.58,1.57,1.56
879,-0.54,-2.12,-0.55,-2.14,2.14,1.56,1.60,1.59,1.59
888,-0.51,-2.12,-0.51,-2.13,2.13,1.60,1.62,1.62,1.61
897,-0.48,-2.11,-0.48,-2.12,2.12,1.63,1.64,1.64,1.63
906,-0.44,-2.10,-0.45,-2.11,2.11,1.67,1.66,1.66,1.66
915,-0.41,-2.09,-0.41,-2.09,2.09,1.70,1.68,1.68,1.68
924,-0.37,-2.08,-0.38,-2.08,2.08,1.72,1.70,1.70,1.70
933,-0.34,-2.07,-0.34,-2.06,2.06,1.75,1.72,1.72,1.73
943,-0.30,-2.05,-0.30,-2.04,2.04,1.77,1.74,1.74,1.75
952,-0.26,-2.02,-0.26,-2.02,2.02,1.79,1.76,1.76,1.77
962,-0.21,-1.99,-0.21,-1.99,1.99,1.80,1.79,1.78,1.79
971,-0.16,-1.96,-0.16,-1.96,1.96,1.81,1.80,1.80,1.80
981,-0.11,-1.93,-0.11,-1.93,1.93,1.82,1.82,1.82,1.82
991,-0.06,-1.90,-0.05,-1.89,1.89,1.83,1.83,1.84,1.84
1001,0.01,-1.86,0.01,-1.85,1.85,1.82,1.86,1.86,1.86
1011,0.08,-1.81,0.07,-1.81,1.81,1.82,1.89,1.88,1.88
1021,0.15,-1.76,0.14,-1.76,1.76,1.81,1.91,1.90,1.91
1031,0.21,-1.72,0.22,-1.71,1.71,1.80,1.92,1.93,1.93
1041,0.28,-1.68,0.30,-1.65,1.65,1.78,1.93,1.95,1.96
1052,0.38,-1.60,0.38,-1.59,1.59,1.76,1.97,1.97,1.98
1062,0.47,-1.54,0.47,-1.53,1.53,1.74,2.00,2.00,2.01
1073,0.57,-1.46,0.57,-1.46,1.46,1.71,2.04,2.03,2.03
1084,0.67,-1.39,0.67,-1.40,1.40,1.68,2.07,2.06,2.06
1094,0.76,-1.33,0.77,-1.32,1.32,1.64,2.09,2.09,2.09
1105,0.88,-1.25,0.88,-1.25,1.25,1.61,2.13,2.13,2.13
1116,0.99,-1.17,0.99,-1.18,1.18,1.57,2.17,2.17,2.17
1128,1.12,-1.09,1.11,-1.11,1.11,1.52,2.22,2.22,2.21
1139,1.23,-1.03,1.23,-1.03,1.03,1.48,2.26,2.26,2.25
1150,1.34,-0.96,1.36,-0.96,0.96,1.44,2.30,2.31,2.31
1162,1.48,-0.88,1.49,-0.88,0.88,1.39,2.36,2.37,2.36
1173,1.61,-0.81,1.62,-0.81,0.81,1.35,2.42,2.42,2.42
1185,1.75,-0.73,1.75,-0.73,0.73,1.30,2.48,2.48,2.48
1197,1.89,-0.65,1.88,-0.66,0.66,1.25,2.55,2.54,2.54
1209,2.02,-0.58,2.02,-0.59,0.59,1.20,2.61,2.60,2.61
1221,2.16,-0.52,2.15,-0.52,0.52,1.15,2.67,2.67,2.67
1233,2.29,-0.45,2.28,-0.45,0.45,1.10,2.73,2.73,2.74
1246,2.43,-0.38,2.42,-0.38,0.38,1.04,2.80,2.79,2.80
1258,2.55,-0.31,2.55,-0.31,0.31,1.00,2.86,2.86,2.87
1271,2.69,-0.24,2.68,-0.24,0.24,0.94,2.93,2.93,2.93
1283,2.81,-0.19,2.81,-0.18,0.18,0.90,2.99,2.99,2.99
1296,2.94,-0.12,2.94,-0.12,0.12,0.85,3.06,3.06,3.06
1309,3.07,-0.06,3.07,-0.06,0.06,0.80,3.13,3.13,3.13
1322,3.20,0.00,3.20,-0.01,0.01,0.75,3.20,3.20,3.20
1335,3.32,0.05,3.33,0.05,-0.05,0.70,3.27,3.28,3.27
1349,3.45,0.11,3.45,0.10,-0.10,0.65,3.36,3.36,3.35
1362,3.57,0.15,3.58,0.14,-0.14,0.60,3.43,3.44,3.43
1376,3.70,0.19,3.71,0.18,-0.18,0.56,3.52,3.52,3.51
