frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
130,1.41,-3.76,1.41,-3.77,3.77,4.18,5.19,5.19,5.17
131,1.41,-3.73,1.41,-3.75,3.75,4.15,5.16,5.16,5.14
133,1.41,-3.72,1.41,-3.72,3.72,4.08,5.13,5.13,5.14
134,1.41,-3.70,1.41,-3.69,3.69,4.04,5.10,5.10,5.11
135,1.41,-3.66,1.41,-3.66,3.66,4.00,5.07,5.07,5.07
137,1.41,-3.65,1.41,-3.63,3.63,3.92,5.04,5.04,5.06
138,1.41,-3.63,1.41,-3.59,3.59,3.88,5.00,5.00,5.04
140,1.41,-3.56,1.41,-3.55,3.55,3.78,4.97,4.97,4.97
141,1.41,-3.53,1.41,-3.52,3.52,3.74,4.93,4.93,4.94
142,1.41,-3.49,1.41,-3.48,3.48,3.69,4.89,4.89,4.90
144,1.41,-3.44,1.41,-3.44,3.44,3.60,4.85,4.85,4.85
145,1.41,-3.40,1.41,-3.39,3.39,3.55,4.80,4.80,4.81
147,1.41,-3.34,1.41,-3.35,3.35,3.45,4.76,4.76,4.75
148,1.41,-3.30,1.41,-3.30,3.30,3.41,4.71,4.71,4.71
150,1.41,-3.24,1.41,-3.26,3.26,3.31,4.67,4.67,4.65
151,1.41,-3.20,1.41,-3.21,3.21,3.27,4.63,4.63,4.61
153,1.41,-3.18,1.41,-3.17,3.17,3.18,4.58,4.58,4.59
154,1.41,-3.14,1.41,-3.13,3.13,3.13,4.54,4.54,4.55
156,1.41,-3.08,1.41,-3.08,3.08,3.05,4.49,4.49,4.49
157,1.41,-3.04,1.41,-3.04,3.04,3.00,4.45,4.45,4.45
159,1.41,-3.01,1.41,-2.99,2.99,2.92,4.41,4.40,4.43
160,1.41,-2.93,1.41,-2.95,2.95,2.88,4.36,4.36,4.34
162,1.41,-2.90,1.40,-2.91,2.91,2.81,4.32,4.31,4.31
164,1.41,-2.87,1.40,-2.86,2.86,2.74,4.27,4.26,4.29
165,1.39,-2.82,1.39,-2.82,2.82,2.70,4.21,4.21,4.21
167,1.37,-2.80,1.39,-2.77,2.77,2.63,4.14,4.16,4.17
169,1.37,-2.72,1.38,-2.73,2.73,2.57,4.10,4.11,4.10
170,1.37,-2.69,1.38,-2.68,2.68,2.54,4.05,4.06,4.06
172,1.37,-2.64,1.37,-2.63,2.63,2.48,4.00,4.00,4.01
174,1.37,-2.58,1.36,-2.59,2.59,2.43,3.96,3.95,3.95
175,1.37,-2.53,1.35,-2.54,2.54,2.40,3.91,3.89,3.90
177,1.34,-2.50,1.34,-2.49,2.49,2.36,3.83,3.83,3.84
179,1.32,-2.46,1.34,-2.44,2.44,2.31,3.76,3.78,3.78
181,1.32,-2.39,1.33,-2.40,2.40,2.27,3.72,3.72,3.71
183,1.32,-2.36,1.32,-2.35,2.35,2.23,3.67,3.67,3.68
184,1.32,-2.32,1.31,-2.30,2.30,2.21,3.63,3.61,3.64
186,1.28,-2.28,1.29,-2.26,2.26,2.17,3.54,3.55,3.56
188,1.28,-2.23,1.28,-2.22,2.22,2.14,3.50,3.50,3.51
190,1.28,-2.17,1.27,-2.18,2.18,2.11,3.46,3.45,3.45
192,1.24,-2.15,1.25,-2.15,2.15,2.08,3.39,3.40,3.39
194,1.24,-2.11,1.23,-2.12,2.12,2.05,3.36,3.35,3.35
196,1.24,-2.05,1.22,-2.09,2.09,2.03,3.34,3.31,3.29
198,1.19,-2.07,1.20,-2.07,2.07,2.01,3.26,3.27,3.26
200,1.19,-2.03,1.18,-2.05,2.05,1.99,3.24,3.23,3.22
202,1.15,-2.05,1.16,-2.03,2.03,1.97,3.19,3.20,3.20
204,1.15,-2.02,1.15,-2.02,2.02,1.95,3.17,3.17,3.17
206,1.15,-2.00,1.14,-2.00,2.00,1.94,3.15,3.14,3.15
208,1.11,-2.01,1.13,-1.99,1.99,1.92,3.10,3.12,3.12
210,1.11,-1.98,1.12,-1.97,1.97,1.91,3.08,3.09,3.09
212,1.11,-1.98,1.12,-1.95,1.95,1.89,3.06,3.07,3.09
214,1.11,-1.96,1.12,-1.93,1.93,1.88,3.04,3.04,3.07
216,1.11,-1.91,1.12,-1.90,1.90,1.87,3.01,3.02,3.02
218,1.11,-1.89,1.13,-1.87,1.87,1.86,2.98,3.00,3.00
221,1.15,-1.86,1.14,-1.83,1.83,1.84,2.99,2.97,3.01
223,1.15,-1.83,1.16,-1.80,1.80,1.83,2.95,2.95,2.98
225,1.16,-1.79,1.17,-1.76,1.76,1.82,2.92,2.93,2.95
227,1.19,-1.71,1.19,-1.71,1.71,1.81,2.90,2.90,2.91
229,1.19,-1.66,1.21,-1.67,1.67,1.80,2.86,2.88,2.85
232,1.24,-1.59,1.22,-1.63,1.63,1.78,2.87,2.85,2.84
234,1.24,-1.58,1.24,-1.58,1.58,1.77,2.82,2.82,2.82
236,1.26,-1.54,1.25,-1.54,1.54,1.76,2.80,2.80,2.80
239,1.28,-1.51,1.26,-1.50,1.50,1.74,2.79,2.77,2.79
241,1.28,-1.45,1.27,-1.47,1.47,1.72,2.75,2.74,2.74
244,1.28,-1.45,1.28,-1.44,1.44,1.70,2.72,2.71,2.73
246,1.28,-1.40,1.28,-1.41,1.41,1.69,2.69,2.69,2.68
248,1.28,-1.39,1.28,-1.38,1.38,1.67,2.66,2.67,2.67
251,1.28,-1.34,1.28,-1.36,1.36,1.64,2.64,2.64,2.62
253,1.28,-1.34,1.28,-1.34,1.34,1.63,2.62,2.62,2.62
256,1.28,-1.31,1.27,-1.33,1.33,1.60,2.61,2.60,2.59
259,1.26,-1.32,1.27,-1.31,1.31,1.57,2.57,2.58,2.58
261,1.24,-1.31,1.26,-1.30,1.30,1.55,2.54,2.56,2.55
264,1.24,-1.30,1.25,-1.29,1.29,1.51,2.53,2.53,2.54
266,1.24,-1.29,1.24,-1.27,1.27,1.49,2.52,2.51,2.53
269,1.24,-1.26,1.23,-1.26,1.26,1.45,2.50,2.49,2.50
272,1.23,-1.25,1.22,-1.25,1.25,1.42,2.48,2.47,2.48
274,1.20,-1.27,1.21,-1.24,1.24,1.39,2.44,2.45,2.47
277,1.19,-1.24,1.20,-1.23,1.23,1.36,2.42,2.43,2.43
280,1.19,-1.20,1.19,-1.21,1.21,1.32,2.40,2.40,2.39
283,1.19,-1.17,1.18,-1.20,1.20,1.28,2.39,2.38,2.37
286,1.15,-1.21,1.17,-1.18,1.18,1.24,2.33,2.35,2.36
288,1.15,-1.17,1.16,-1.16,1.16,1.22,2.31,2.32,2.32
291,1.15,-1.15,1.15,-1.14,1.14,1.18,2.30,2.30,2.30
294,1.15,-1.12,1.14,-1.12,1.12,1.14,2.28,2.27,2.27
297,1.14,-1.09,1.13,-1.10,1.10,1.10,2.25,2.24,2.23
300,1.11,-1.09,1.12,-1.08,1.08,1.07,2.19,2.20,2.20
303,1.11,-1.06,1.11,-1.06,1.06,1.03,2.17,2.17,2.18
306,1.11,-1.04,1.10,-1.04,1.04,0.99,2.15,2.14,2.15
309,1.11,-1.01,1.09,-1.01,1.01,0.95,2.13,2.11,2.12
312,1.06,-1.02,1.08,-0.99,0.99,0.92,2.05,2.07,2.08
316,1.06,-0.98,1.07,-0.97,0.97,0.87,2.03,2.04,2.04
319,1.06,-0.93,1.06,-0.95,0.95,0.84,2.01,2.00,1.99
322,1.04,-0.92,1.04,-0.92,0.92,0.80,1.96,1.97,1.96
325,1.02,-0.91,1.03,-0.90,0.90,0.77,1.92,1.93,1.93
328,1.02,-0.87,1.02,-0.88,0.88,0.73,1.90,1.89,1.89
332,1.02,-0.83,1.00,-0.86,0.86,0.69,1.88,1.86,1.85
335,0.98,-0.85,0.99,-0.83,0.83,0.66,1.81,1.82,1.83
338,0.98,-0.80,0.97,-0.81,0.81,0.63,1.79,1.78,1.79
342,0.94,-0.82,0.95,-0.79,0.79,0.58,1.73,1.74,1.76
345,0.93,-0.80,0.94,-0.77,0.77,0.55,1.70,1.71,1.73
349,0.93,-0.74,0.92,-0.75,0.75,0.51,1.68,1.67,1.67
352,0.89,-0.76,0.90,-0.73,0.73,0.49,1.62,1.63,1.65
356,0.89,-0.71,0.89,-0.71,0.71,0.45,1.60,1.60,1.60
359,0.88,-0.68,0.87,-0.69,0.69,0.42,1.57,1.56,1.56
363,0.85,-0.67,0.85,-0.67,0.67,0.38,1.52,1.53,1.52
366,0.85,-0.63,0.84,-0.66,0.66,0.36,1.51,1.49,1.48
370,0.81,-0.64,0.83,-0.64,0.64,0.32,1.45,1.47,1.45
374,0.80,-0.62,0.81,-0.62,0.62,0.28,1.43,1.43,1.42
377,0.80,-0.60,0.80,-0.61,0.61,0.26,1.41,1.41,1.40
381,0.77,-0.61,0.78,-0.59,0.59,0.23,1.37,1.38,1.38
385,0.76,-0.59,0.77,-0.58,0.58,0.19,1.34,1.35,1.35
389,0.76,-0.56,0.75,-0.56,0.56,0.16,1.33,1.32,1.32
393,0.75,-0.56,0.74,-0.55,0.55,0.13,1.30,1.29,1.31
397,0.72,-0.55,0.73,-0.53,0.53,0.10,1.25,1.26,1.27
401,0.72,-0.51,0.71,-0.52,0.52,0.07,1.24,1.23,1.23
405,0.70,-0.51,0.70,-0.50,0.50,0.04,1.20,1.20,1.21
409,0.67,-0.50,0.69,-0.48,0.48,0.01,1.15,1.16,1.17
413,0.67,-0.46,0.67,-0.46,0.46,-0.02,1.13,1.13,1.13
417,0.66,-0.45,0.65,-0.44,0.44,-0.04,1.10,1.09,1.11
421,0.63,-0.43,0.63,-0.41,0.41,-0.07,1.05,1.05,1.06
425,0.63,-0.38,0.62,-0.39,0.39,-0.10,1.02,1.01,1.01
430,0.59,-0.37,0.60,-0.37,0.37,-0.13,0.96,0.97,0.96
434,0.59,-0.33,0.58,-0.35,0.35,-0.15,0.94,0.93,0.92
438,0.54,-0.33,0.56,-0.33,0.33,-0.17,0.87,0.89,0.87
443,0.54,-0.31,0.54,-0.32,0.32,-0.19,0.86,0.85,0.85
447,0.50,-0.32,0.52,-0.30,0.30,-0.21,0.80,0.81,0.82
451,0.50,-0.27,0.50,-0.28,0.28,-0.23,0.78,0.78,0.77
456,0.46,-0.28,0.47,-0.27,0.27,-0.25,0.73,0.74,0.74
460,0.46,-0.26,0.45,-0.25,0.25,-0.26,0.71,0.70,0.72
465,0.43,-0.23,0.43,-0.24,0.24,-0.28,0.67,0.67,0.66
470,0.41,-0.22,0.41,-0.22,0.22,-0.29,0.63,0.63,0.63
474,0.39,-0.21,0.39,-0.21,0.21,-0.30,0.60,0.60,0.61
479,0.37,-0.19,0.37,-0.19,0.19,-0.31,0.56,0.56,0.56
484,0.33,-0.19,0.35,-0.18,0.18,-0.32,0.51,0.52,0.52
489,0.33,-0.16,0.32,-0.16,0.16,-0.32,0.50,0.49,0.49
494,0.29,-0.15,0.30,-0.15,0.15,-0.32,0.44,0.45,0.44
499,0.28,-0.13,0.28,-0.13,0.13,-0.32,0.41,0.41,0.41
504,0.25,-0.14,0.26,-0.12,0.12,-0.32,0.37,0.37,0.39
509,0.24,-0.10,0.23,-0.10,0.10,-0.31,0.34,0.34,0.34
514,0.21,-0.10,0.21,-0.09,0.09,-0.31,0.30,0.30,0.31
519,0.20,-0.06,0.19,-0.07,0.07,-0.30,0.27,0.26,0.26
524,0.15,-0.07,0.17,-0.06,0.06,-0.28,0.21,0.22,0.22
529,0.15,-0.03,0.15,-0.04,0.04,-0.27,0.19,0.19,0.18
535,0.11,-0.03,0.12,-0.02,0.02,-0.25,0.13,0.15,0.14
540,0.11,0.01,0.10,-0.01,0.01,-0.23,0.12,0.11,0.10
545,0.07,-0.00,0.08,0.01,-0.01,-0.21,0.06,0.07,0.07
551,0.07,0.03,0.05,0.02,-0.02,-0.19,0.05,0.03,0.04
556,0.02,0.03,0.03,0.04,-0.04,-0.17,-0.02,-0.01,-0.01
562,0.01,0.04,0.01,0.05,-0.05,-0.14,-0.04,-0.05,-0.03
568,-0.02,0.07,-0.02,0.07,-0.07,-0.11,-0.09,-0.09,-0.09
573,-0.05,0.06,-0.04,0.08,-0.08,-0.08,-0.13,-0.12,-0.11
579,-0.06,0.12,-0.07,0.10,-0.10,-0.05,-0.16,-0.16,-0.18
585,-0.11,0.09,-0.09,0.11,-0.11,-0.02,-0.22,-0.20,-0.20
591,-0.11,0.14,-0.11,0.13,-0.13,0.01,-0.23,-0.24,-0.25
596,-0.14,0.13,-0.14,0.14,-0.14,0.04,-0.28,-0.28,-0.27
602,-0.15,0.15,-0.16,0.15,-0.15,0.08,-0.30,-0.31,-0.30
608,-0.19,0.16,-0.19,0.16,-0.16,0.11,-0.35,-0.35,-0.35
615,-0.22,0.17,-0.21,0.17,-0.17,0.15,-0.39,-0.39,-0.39
621,-0.24,0.18,-0.24,0.18,-0.18,0.19,-0.42,-0.42,-0.42
627,-0.26,0.21,-0.26,0.19,-0.19,0.23,-0.45,-0.45,-0.47
633,-0.28,0.22,-0.28,0.20,-0.20,0.26,-0.48,-0.49,-0.50
639,-0.31,0.21,-0.31,0.21,-0.21,0.30,-0.52,-0.52,-0.51
646,-0.32,0.22,-0.33,0.22,-0.22,0.35,-0.54,-0.55,-0.54
652,-0.37,0.21,-0.35,0.23,-0.23,0.38,-0.59,-0.58,-0.58
659,-0.37,0.22,-0.38,0.23,-0.23,0.43,-0.60,-0.61,-0.59
665,-0.41,0.22,-0.40,0.24,-0.24,0.47,-0.65,-0.64,-0.63
672,-0.42,0.25,-0.42,0.25,-0.25,0.51,-0.66,-0.67,-0.67
679,-0.45,0.26,-0.44,0.25,-0.25,0.56,-0.70,-0.70,-0.71
686,-0.46,0.25,-0.47,0.26,-0.26,0.60,-0.72,-0.73,-0.71
692,-0.50,0.25,-0.49,0.27,-0.27,0.64,-0.76,-0.76,-0.75
699,-0.50,0.28,-0.51,0.27,-0.27,0.69,-0.77,-0.78,-0.78
706,-0.54,0.25,-0.53,0.28,-0.28,0.73,-0.82,-0.81,-0.79
713,-0.54,0.28,-0.55,0.28,-0.28,0.78,-0.82,-0.83,-0.82
721,-0.58,0.26,-0.57,0.28,-0.28,0.83,-0.86,-0.85,-0.84
728,-0.58,0.30,-0.59,0.28,-0.28,0.88,-0.86,-0.87,-0.88
735,-0.62,0.30,-0.61,0.28,-0.28,0.93,-0.90,-0.89,-0.92
742,-0.63,0.29,-0.63,0.28,-0.28,0.98,-0.90,-0.90,-0.92
750,-0.66,0.26,-0.65,0.27,-0.27,1.03,-0.93,-0.92,-0.92
757,-0.67,0.26,-0.66,0.26,-0.26,1.08,-0.93,-0.92,-0.92
765,-0.67,0.26,-0.68,0.25,-0.25,1.13,-0.92,-0.93,-0.92
773,-0.71,0.21,-0.70,0.23,-0.23,1.19,-0.94,-0.93,-0.92
780,-0.71,0.21,-0.71,0.22,-0.22,1.24,-0.93,-0.93,-0.92
788,-0.71,0.22,-0.73,0.20,-0.20,1.29,-0.91,-0.93,-0.92
796,-0.76,0.16,-0.75,0.18,-0.18,1.35,-0.94,-0.93,-0.92
804,-0.76,0.16,-0.77,0.16,-0.16,1.40,-0.92,-0.93,-0.92
812,-0.79,0.13,-0.79,0.13,-0.13,1.45,-0.92,-0.93,-0.92
820,-0.80,0.12,-0.81,0.11,-0.11,1.51,-0.91,-0.92,-0.92
828,-0.80,0.12,-0.83,0.08,-0.08,1.56,-0.88,-0.92,-0.92
837,-0.84,0.08,-0.85,0.06,-0.06,1.62,-0.90,-0.91,-0.92
845,-0.85,0.06,-0.87,0.04,-0.04,1.67,-0.89,-0.91,-0.91
853,-0.89,0.03,-0.88,0.03,-0.03,1.72,-0.91,-0.90,-0.91
862,-0.89,-0.02,-0.88,0.02,-0.02,1.77,-0.90,-0.90,-0.87
871,-0.89,-0.03,-0.88,0.01,-0.01,1.82,-0.90,-0.89,-0.86
879,-0.89,-0.05,-0.85,0.02,-0.02,1.87,-0.91,-0.87,-0.84
888,-0.84,-0.03,-0.82,0.03,-0.03,1.92,-0.87,-0.85,-0.81
897,-0.80,-0.03,-0.76,0.06,-0.06,1.96,-0.85,-0.81,-0.77
906,-0.74,-0.01,-0.68,0.09,-0.09,2.01,-0.82,-0.77,-0.73
915,-0.67,0.01,-0.59,0.12,-0.12,2.04,-0.79,-0.71,-0.68
924,-0.58,0.05,-0.50,0.15,-0.15,2.08,-0.73,-0.65,-0.63
933,-0.46,0.10,-0.40,0.18,-0.18,2.11,-0.64,-0.58,-0.56
943,-0.34,0.16,-0.31,0.19,-0.19,2.15,-0.53,-0.50,-0.50
952,-0.19,0.25,-0.23,0.20,-0.20,2.17,-0.39,-0.43,-0.44
962,-0.06,0.29,-0.16,0.19,-0.19,2.19,-0.24,-0.35,-0.35
971,0.04,0.33,-0.11,0.15,-0.15,2.21,-0.11,-0.26,-0.28
981,0.11,0.30,-0.08,0.10,-0.10,2.23,0.01,-0.17,-0.19
991,0.08,0.18,-0.06,0.02,-0.02,2.24,0.06,-0.08,-0.10
1001,-0.01,-0.01,-0.05,-0.07,0.07,2.24,0.07,0.02,0.00
1011,-0.09,-0.23,-0.06,-0.19,0.19,2.24,0.10,0.13,0.14
1021,-0.16,-0.40,-0.08,-0.32,0.32,2.24,0.16,0.24,0.24
1031,-0.22,-0.59,-0.11,-0.47,0.47,2.23,0.25,0.35,0.38
1041,-0.24,-0.73,-0.15,-0.62,0.62,2.22,0.39,0.48,0.49
1052,-0.24,-0.88,-0.18,-0.79,0.79,2.20,0.55,0.61,0.65
1062,-0.24,-1.02,-0.21,-0.96,0.96,2.18,0.72,0.75,0.78
1073,-0.24,-1.19,-0.22,-1.12,1.12,2.15,0.89,0.90,0.95
1084,-0.24,-1.32,-0.23,-1.29,1.29,2.13,1.05,1.06,1.09
1094,-0.19,-1.44,-0.22,-1.46,1.46,2.10,1.27,1.24,1.25
1105,-0.19,-1.61,-0.20,-1.63,1.63,2.06,1.44,1.43,1.42
1116,-0.16,-1.76,-0.18,-1.80,1.80,2.03,1.64,1.62,1.60
1128,-0.15,-1.97,-0.15,-1.97,1.97,1.99,1.82,1.82,1.82
1139,-0.12,-2.12,-0.13,-2.14,2.14,1.95,2.02,2.01,2.00
1150,-0.11,-2.31,-0.11,-2.32,2.32,1.91,2.21,2.21,2.20
1162,-0.08,-2.49,-0.09,-2.50,2.50,1.87,2.42,2.41,2.41
1173,-0.06,-2.69,-0.06,-2.69,2.69,1.83,2.63,2.62,2.63
1185,-0.06,-2.90,-0.05,-2.88,2.88,1.78,2.82,2.83,2.84
1197,-0.02,-3.09,-0.03,-3.07,3.07,1.74,3.05,3.05,3.08
1209,-0.02,-3.30,-0.01,-3.28,3.28,1.69,3.26,3.26,3.28
1221,0.02,-3.46,0.01,-3.48,3.48,1.65,3.50,3.49,3.48
1233,0.02,-3.69,0.02,-3.69,3.69,1.61,3.72,3.72,3.71
1246,0.02,-3.92,0.04,-3.91,3.91,1.56,3.93,3.95,3.95
1258,0.07,-4.10,0.05,-4.13,4.13,1.52,4.20,4.19,4.17
1271,0.07,-4.33,0.07,-4.36,4.36,1.48,4.43,4.43,4.40
1283,0.07,-4.58,0.08,-4.59,4.59,1.44,4.67,4.67,4.65
1296,0.07,-4.82,0.09,-4.83,4.83,1.40,4.90,4.92,4.89
