frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
65,4.71,-2.72,4.72,-2.72,2.72,3.21,7.43,7.43,7.43
66,4.73,-2.62,4.74,-2.61,2.61,3.12,7.35,7.35,7.35
67,4.76,-2.51,4.76,-2.51,2.51,3.01,7.27,7.27,7.27
68,4.77,-2.42,4.77,-2.41,2.41,2.90,7.18,7.18,7.19
69,4.79,-2.32,4.79,-2.31,2.31,2.79,7.10,7.10,7.11
70,4.80,-2.22,4.81,-2.21,2.21,2.68,7.02,7.02,7.03
71,4.82,-2.13,4.82,-2.12,2.12,2.56,6.94,6.94,6.95
72,4.83,-2.03,4.83,-2.03,2.03,2.44,6.86,6.86,6.86
73,4.85,-1.93,4.84,-1.93,1.93,2.33,6.78,6.77,6.78
74,4.86,-1.84,4.85,-1.84,1.84,2.21,6.70,6.69,6.70
75,4.86,-1.75,4.86,-1.75,1.75,2.10,6.62,6.61,6.61
76,4.86,-1.67,4.86,-1.67,1.67,1.98,6.53,6.53,6.53
77,4.86,-1.58,4.87,-1.58,1.58,1.87,6.45,6.45,6.45
78,4.86,-1.50,4.87,-1.50,1.50,1.76,6.36,6.37,6.36
79,4.87,-1.41,4.87,-1.42,1.42,1.65,6.29,6.29,6.28
80,4.87,-1.33,4.88,-1.34,1.34,1.54,6.21,6.21,6.21
81,4.88,-1.26,4.88,-1.26,1.26,1.44,6.13,6.14,6.14
82,4.88,-1.18,4.89,-1.18,1.18,1.34,6.06,6.07,6.07
83,4.89,-1.11,4.89,-1.10,1.10,1.24,5.99,5.99,6.00
84,4.90,-1.03,4.90,-1.02,1.02,1.14,5.92,5.92,5.93
85,4.91,-0.96,4.91,-0.95,0.95,1.05,5.85,5.86,5.86
86,4.91,-0.89,4.92,-0.87,0.87,0.95,5.78,5.79,5.80
87,4.92,-0.81,4.93,-0.80,0.80,0.86,5.72,5.73,5.73
88,4.93,-0.73,4.94,-0.73,0.73,0.77,5.66,5.66,5.67
89,4.95,-0.65,4.94,-0.66,0.66,0.69,5.60,5.60,5.60
90,4.96,-0.58,4.95,-0.59,0.59,0.60,5.55,5.54,5.54
91,4.96,-0.51,4.95,-0.52,0.52,0.52,5.49,5.47,5.47
92,4.96,-0.45,4.95,-0.46,0.46,0.43,5.42,5.41,5.41
93,4.95,-0.40,4.95,-0.40,0.40,0.35,5.36,5.35,5.35
94,4.95,-0.34,4.95,-0.34,0.34,0.27,5.29,5.29,5.29
95,4.95,-0.28,4.94,-0.29,0.29,0.19,5.23,5.23,5.23
96,4.94,-0.23,4.94,-0.23,0.23,0.12,5.17,5.17,5.17
97,4.93,-0.18,4.93,-0.18,0.18,0.04,5.10,5.10,5.11
98,4.92,-0.13,4.92,-0.12,0.12,-0.03,5.04,5.04,5.05
99,4.91,-0.08,4.91,-0.07,0.07,-0.10,4.98,4.98,4.98
100,4.90,-0.03,4.90,-0.02,0.02,-0.18,4.91,4.92,4.92
101,4.89,0.03,4.89,0.04,-0.04,-0.25,4.85,4.85,4.86
102,4.88,0.09,4.89,0.10,-0.10,-0.32,4.79,4.79,4.80
104,4.87,0.14,4.88,0.15,-0.15,-0.45,4.72,4.73,4.73
105,4.87,0.20,4.88,0.21,-0.21,-0.52,4.65,4.66,4.67
106,4.86,0.26,4.87,0.27,-0.27,-0.58,4.59,4.60,4.61
107,4.86,0.32,4.87,0.33,-0.33,-0.64,4.53,4.54,4.54
108,4.86,0.39,4.86,0.39,-0.39,-0.70,4.47,4.47,4.47
109,4.86,0.46,4.86,0.45,-0.45,-0.76,4.41,4.41,4.41
110,4.86,0.52,4.85,0.51,-0.51,-0.82,4.35,4.34,4.34
111,4.86,0.58,4.84,0.57,-0.57,-0.87,4.29,4.28,4.28
112,4.84,0.63,4.83,0.62,-0.62,-0.92,4.22,4.21,4.21
113,4.83,0.68,4.82,0.68,-0.68,-0.98,4.15,4.15,4.15
114,4.81,0.73,4.81,0.73,-0.73,-1.02,4.08,4.08,4.09
115,4.80,0.78,4.80,0.78,-0.78,-1.07,4.02,4.02,4.02
117,4.77,0.81,4.79,0.83,-0.83,-1.16,3.95,3.96,3.96
118,4.76,0.87,4.77,0.88,-0.88,-1.20,3.89,3.90,3.90
119,4.75,0.92,4.76,0.92,-0.92,-1.24,3.83,3.84,3.84
120,4.74,0.97,4.74,0.97,-0.97,-1.27,3.78,3.78,3.78
121,4.73,1.02,4.73,1.01,-1.01,-1.31,3.72,3.72,3.72
123,4.71,1.05,4.71,1.06,-1.06,-1.37,3.66,3.66,3.66
124,4.70,1.10,4.70,1.10,-1.10,-1.39,3.60,3.60,3.60
125,4.69,1.14,4.69,1.14,-1.14,-1.42,3.55,3.55,3.55
126,4.68,1.19,4.67,1.18,-1.18,-1.44,3.49,3.49,3.49
128,4.66,1.22,4.66,1.23,-1.23,-1.48,3.43,3.43,3.44
129,4.64,1.26,4.65,1.27,-1.27,-1.50,3.38,3.38,3.38
130,4.63,1.31,4.63,1.31,-1.31,-1.51,3.32,3.32,3.32
131,4.62,1.35,4.61,1.35,-1.35,-1.52,3.27,3.26,3.26
133,4.59,1.39,4.60,1.39,-1.39,-1.55,3.21,3.21,3.21
134,4.58,1.43,4.58,1.43,-1.43,-1.56,3.15,3.15,3.15
135,4.57,1.47,4.56,1.47,-1.47,-1.56,3.10,3.09,3.10
137,4.54,1.50,4.54,1.51,-1.51,-1.58,3.03,3.04,3.04
138,4.52,1.54,4.52,1.54,-1.54,-1.58,2.98,2.98,2.98
140,4.50,1.57,4.50,1.58,-1.58,-1.59,2.91,2.92,2.92
141,4.48,1.61,4.48,1.62,-1.62,-1.59,2.86,2.86,2.87
142,4.47,1.66,4.46,1.66,-1.66,-1.59,2.81,2.81,2.81
144,4.44,1.69,4.44,1.69,-1.69,-1.60,2.75,2.75,2.75
145,4.42,1.73,4.42,1.73,-1.73,-1.60,2.69,2.69,2.69
147,4.40,1.76,4.40,1.77,-1.77,-1.60,2.63,2.63,2.63
148,4.38,1.81,4.38,1.80,-1.80,-1.60,2.58,2.58,2.58
150,4.35,1.83,4.36,1.84,-1.84,-1.61,2.52,2.52,2.52
151,4.34,1.88,4.34,1.87,-1.87,-1.61,2.47,2.46,2.46
153,4.31,1.90,4.31,1.91,-1.91,-1.61,2.40,2.41,2.41
154,4.30,1.95,4.29,1.94,-1.94,-1.62,2.35,2.35,2.35
156,4.27,1.97,4.27,1.98,-1.98,-1.62,2.29,2.29,2.29
157,4.25,2.02,4.25,2.01,-2.01,-1.63,2.24,2.24,2.24
159,4.22,2.04,4.22,2.04,-2.04,-1.64,2.18,2.18,2.18
160,4.21,2.08,4.20,2.08,-2.08,-1.64,2.13,2.12,2.12
162,4.18,2.11,4.17,2.11,-2.11,-1.65,2.06,2.06,2.07
164,4.15,2.14,4.15,2.14,-2.14,-1.67,2.00,2.01,2.01
165,4.13,2.18,4.13,2.17,-2.17,-1.67,1.95,1.95,1.95
167,4.10,2.20,4.10,2.21,-2.21,-1.69,1.89,1.89,1.89
169,4.07,2.23,4.07,2.24,-2.24,-1.71,1.83,1.83,1.84
170,4.05,2.27,4.05,2.27,-2.27,-1.72,1.78,1.78,1.78
172,4.02,2.30,4.02,2.30,-2.30,-1.74,1.72,1.72,1.72
174,3.99,2.33,3.99,2.33,-2.33,-1.77,1.66,1.66,1.66
175,3.97,2.37,3.97,2.36,-2.36,-1.78,1.61,1.61,1.61
177,3.94,2.40,3.94,2.39,-2.39,-1.81,1.55,1.55,1.55
179,3.92,2.42,3.91,2.42,-2.42,-1.84,1.49,1.49,1.49
181,3.89,2.45,3.89,2.45,-2.45,-1.87,1.44,1.44,1.44
183,3.85,2.47,3.86,2.47,-2.47,-1.90,1.38,1.39,1.38
184,3.84,2.51,3.83,2.50,-2.50,-1.92,1.34,1.33,1.33
186,3.81,2.53,3.81,2.52,-2.52,-1.96,1.28,1.28,1.28
188,3.78,2.55,3.78,2.55,-2.55,-2.00,1.23,1.23,1.23
190,3.75,2.57,3.75,2.57,-2.57,-2.03,1.18,1.18,1.18
192,3.72,2.59,3.72,2.59,-2.59,-2.08,1.13,1.14,1.13
194,3.69,2.61,3.69,2.61,-2.61,-2.12,1.09,1.09,1.09
196,3.67,2.62,3.67,2.62,-2.62,-2.16,1.04,1.04,1.04
198,3.64,2.64,3.64,2.64,-2.64,-2.20,1.00,1.00,1.00
200,3.61,2.66,3.61,2.65,-2.65,-2.25,0.96,0.96,0.96
202,3.58,2.67,3.58,2.67,-2.67,-2.29,0.91,0.91,0.91
204,3.55,2.68,3.55,2.68,-2.68,-2.34,0.87,0.87,0.87
206,3.52,2.69,3.52,2.69,-2.69,-2.39,0.83,0.83,0.83
208,3.49,2.69,3.49,2.70,-2.70,-2.43,0.79,0.79,0.79
210,3.45,2.70,3.46,2.70,-2.70,-2.48,0.75,0.75,0.75
212,3.42,2.71,3.43,2.71,-2.71,-2.52,0.72,0.72,0.72
214,3.39,2.71,3.39,2.71,-2.71,-2.56,0.68,0.68,0.68
216,3.36,2.72,3.36,2.72,-2.72,-2.61,0.65,0.65,0.65
218,3.33,2.72,3.33,2.72,-2.72,-2.65,0.62,0.61,0.61
221,3.29,2.71,3.30,2.72,-2.72,-2.71,0.57,0.58,0.58
223,3.26,2.71,3.26,2.72,-2.72,-2.74,0.54,0.55,0.55
225,3.23,2.71,3.23,2.71,-2.71,-2.78,0.51,0.51,0.52
227,3.20,2.71,3.19,2.71,-2.71,-2.81,0.49,0.48,0.49
229,3.17,2.71,3.16,2.71,-2.71,-2.84,0.46,0.45,0.46
232,3.12,2.69,3.13,2.70,-2.70,-2.88,0.42,0.43,0.43
234,3.09,2.69,3.09,2.69,-2.69,-2.90,0.40,0.40,0.40
236,3.06,2.69,3.06,2.68,-2.68,-2.92,0.38,0.37,0.37
239,3.02,2.67,3.02,2.67,-2.67,-2.94,0.35,0.35,0.35
241,2.99,2.66,2.99,2.66,-2.66,-2.95,0.33,0.33,0.33
244,2.95,2.64,2.96,2.64,-2.64,-2.96,0.31,0.31,0.31
246,2.92,2.63,2.92,2.62,-2.62,-2.96,0.30,0.30,0.29
248,2.89,2.61,2.89,2.60,-2.60,-2.96,0.29,0.28,0.28
251,2.85,2.58,2.85,2.58,-2.58,-2.95,0.27,0.27,0.27
253,2.82,2.56,2.82,2.55,-2.55,-2.94,0.27,0.27,0.26
256,2.78,2.53,2.78,2.52,-2.52,-2.92,0.26,0.26,0.26
259,2.74,2.49,2.75,2.49,-2.49,-2.89,0.25,0.26,0.26
261,2.71,2.46,2.71,2.46,-2.46,-2.87,0.25,0.25,0.26
264,2.67,2.41,2.68,2.42,-2.42,-2.83,0.25,0.25,0.26
266,2.64,2.38,2.64,2.39,-2.39,-2.80,0.25,0.25,0.26
269,2.60,2.34,2.61,2.35,-2.35,-2.75,0.25,0.25,0.26
272,2.57,2.30,2.57,2.32,-2.32,-2.70,0.25,0.25,0.26
274,2.54,2.28,2.54,2.28,-2.28,-2.66,0.26,0.25,0.26
277,2.50,2.24,2.50,2.25,-2.25,-2.60,0.25,0.25,0.26
280,2.47,2.20,2.46,2.21,-2.21,-2.54,0.25,0.25,0.26
283,2.43,2.17,2.43,2.18,-2.18,-2.48,0.25,0.25,0.26
286,2.39,2.13,2.40,2.14,-2.14,-2.41,0.25,0.25,0.26
288,2.36,2.11,2.36,2.10,-2.10,-2.37,0.26,0.26,0.26
291,2.33,2.07,2.32,2.06,-2.06,-2.30,0.26,0.26,0.26
294,2.29,2.03,2.29,2.02,-2.02,-2.23,0.27,0.27,0.26
297,2.25,1.99,2.25,1.98,-1.98,-2.16,0.27,0.27,0.27
300,2.22,1.94,2.22,1.93,-1.93,-2.09,0.28,0.28,0.28
303,2.18,1.89,2.18,1.88,-1.88,-2.02,0.30,0.29,0.29
306,2.14,1.84,2.14,1.83,-1.83,-1.95,0.31,0.31,0.30
309,2.11,1.79,2.11,1.78,-1.78,-1.89,0.33,0.33,0.32
312,2.07,1.73,2.07,1.72,-1.72,-1.82,0.35,0.35,0.34
316,2.03,1.66,2.03,1.67,-1.67,-1.73,0.36,0.37,0.36
319,1.99,1.60,2.00,1.61,-1.61,-1.67,0.38,0.39,0.39
322,1.96,1.55,1.96,1.55,-1.55,-1.60,0.41,0.41,0.41
325,1.92,1.49,1.92,1.49,-1.49,-1.54,0.43,0.43,0.44
328,1.89,1.43,1.89,1.43,-1.43,-1.48,0.46,0.45,0.46
332,1.85,1.36,1.85,1.38,-1.38,-1.40,0.47,0.47,0.48
335,1.81,1.31,1.81,1.32,-1.32,-1.34,0.49,0.49,0.50
338,1.78,1.26,1.78,1.27,-1.27,-1.29,0.51,0.51,0.52
342,1.74,1.21,1.74,1.22,-1.22,-1.21,0.52,0.52,0.53
345,1.71,1.17,1.71,1.17,-1.17,-1.16,0.53,0.53,0.54
349,1.67,1.12,1.67,1.13,-1.13,-1.09,0.54,0.54,0.55
352,1.64,1.08,1.64,1.08,-1.08,-1.04,0.55,0.55,0.56
356,1.60,1.04,1.60,1.04,-1.04,-0.97,0.55,0.56,0.56
359,1.57,1.01,1.57,1.01,-1.01,-0.92,0.56,0.56,0.56
363,1.53,0.97,1.53,0.97,-0.97,-0.86,0.56,0.57,0.57
366,1.50,0.94,1.50,0.93,-0.93,-0.81,0.57,0.57,0.57
370,1.47,0.90,1.47,0.90,-0.90,-0.76,0.57,0.57,0.57
374,1.43,0.86,1.43,0.86,-0.86,-0.70,0.57,0.57,0.57
377,1.40,0.84,1.40,0.83,-0.83,-0.65,0.57,0.57,0.57
381,1.37,0.80,1.36,0.80,-0.80,-0.60,0.57,0.57,0.56
385,1.33,0.77,1.33,0.76,-0.76,-0.55,0.56,0.56,0.56
389,1.29,0.73,1.29,0.73,-0.73,-0.49,0.56,0.56,0.56
393,1.26,0.70,1.26,0.70,-0.70,-0.44,0.56,0.56,0.56
397,1.22,0.66,1.23,0.67,-0.67,-0.39,0.56,0.56,0.56
401,1.19,0.63,1.19,0.63,-0.63,-0.35,0.56,0.56,0.56
405,1.16,0.60,1.16,0.60,-0.60,-0.30,0.56,0.56,0.56
409,1.12,0.56,1.12,0.56,-0.56,-0.25,0.56,0.56,0.56
413,1.09,0.53,1.09,0.53,-0.53,-0.21,0.56,0.56,0.56
417,1.06,0.49,1.06,0.49,-0.49,-0.17,0.56,0.57,0.56
421,1.02,0.46,1.02,0.45,-0.45,-0.12,0.57,0.57,0.56
425,0.99,0.42,0.99,0.42,-0.42,-0.08,0.58,0.57,0.57
430,0.95,0.38,0.96,0.38,-0.38,-0.03,0.58,0.58,0.58
434,0.92,0.34,0.92,0.34,-0.34,0.00,0.59,0.59,0.58
438,0.89,0.30,0.89,0.30,-0.30,0.04,0.60,0.59,0.59
443,0.86,0.25,0.86,0.26,-0.26,0.09,0.60,0.60,0.60
447,0.83,0.22,0.83,0.22,-0.22,0.12,0.61,0.61,0.61
451,0.80,0.18,0.80,0.18,-0.18,0.15,0.62,0.62,0.62
456,0.76,0.13,0.77,0.14,-0.14,0.19,0.62,0.63,0.63
460,0.74,0.10,0.74,0.10,-0.10,0.22,0.63,0.63,0.64
465,0.70,0.06,0.71,0.07,-0.07,0.26,0.64,0.64,0.65
470,0.67,0.02,0.68,0.03,-0.03,0.29,0.64,0.65,0.65
474,0.65,-0.01,0.65,-0.01,0.01,0.32,0.66,0.65,0.66
479,0.62,-0.04,0.62,-0.04,0.04,0.35,0.66,0.66,0.66
484,0.59,-0.08,0.59,-0.08,0.08,0.38,0.67,0.67,0.67
489,0.56,-0.11,0.56,-0.11,0.11,0.41,0.67,0.67,0.67
494,0.53,-0.15,0.53,-0.15,0.15,0.43,0.68,0.68,0.68
499,0.50,-0.18,0.50,-0.18,0.18,0.46,0.69,0.69,0.68
504,0.47,-0.22,0.48,-0.22,0.22,0.48,0.69,0.70,0.69
509,0.45,-0.25,0.45,-0.26,0.26,0.50,0.70,0.70,0.70
514,0.42,-0.29,0.42,-0.29,0.29,0.52,0.71,0.72,0.71
519,0.39,-0.33,0.40,-0.33,0.33,0.54,0.73,0.73,0.72
524,0.37,-0.37,0.37,-0.37,0.37,0.55,0.74,0.74,0.74
529,0.34,-0.41,0.34,-0.41,0.41,0.57,0.75,0.75,0.75
535,0.31,-0.45,0.31,-0.45,0.45,0.59,0.77,0.77,0.77
540,0.29,-0.49,0.29,-0.49,0.49,0.60,0.78,0.78,0.78
545,0.26,-0.53,0.26,-0.54,0.54,0.61,0.80,0.80,0.80
551,0.23,-0.58,0.23,-0.58,0.58,0.63,0.81,0.81,0.81
556,0.21,-0.62,0.21,-0.62,0.62,0.64,0.83,0.83,0.83
562,0.18,-0.66,0.18,-0.66,0.66,0.65,0.84,0.84,0.84
568,0.15,-0.71,0.15,-0.71,0.71,0.66,0.85,0.86,0.86
573,0.12,-0.75,0.12,-0.75,0.75,0.67,0.87,0.87,0.87
579,0.10,-0.79,0.10,-0.79,0.79,0.68,0.88,0.88,0.89
585,0.07,-0.83,0.07,-0.83,0.83,0.69,0.90,0.89,0.90
591,0.04,-0.87,0.04,-0.86,0.86,0.70,0.91,0.91,0.91
596,0.02,-0.90,0.01,-0.90,0.90,0.71,0.92,0.91,0.92
602,-0.01,-0.94,-0.01,-0.94,0.94,0.72,0.93,0.92,0.93
608,-0.04,-0.98,-0.04,-0.97,0.97,0.73,0.93,0.93,0.94
615,-0.07,-1.01,-0.06,-1.00,1.00,0.75,0.93,0.94,0.94
621,-0.10,-1.05,-0.09,-1.04,1.04,0.76,0.94,0.95,0.95
627,-0.12,-1.08,-0.11,-1.07,1.07,0.77,0.95,0.95,0.96
633,-0.14,-1.10,-0.14,-1.10,1.10,0.78,0.96,0.96,0.96
639,-0.16,-1.13,-0.16,-1.13,1.13,0.79,0.97,0.97,0.97
646,-0.19,-1.16,-0.19,-1.17,1.17,0.81,0.98,0.98,0.98
652,-0.21,-1.19,-0.21,-1.20,1.20,0.82,1.00,0.99,0.99
659,-0.23,-1.23,-0.23,-1.24,1.24,0.84,1.01,1.01,1.00
665,-0.25,-1.27,-0.25,-1.28,1.28,0.85,1.03,1.02,1.02
672,-0.27,-1.31,-0.28,-1.32,1.32,0.87,1.04,1.04,1.04
679,-0.30,-1.35,-0.30,-1.36,1.36,0.89,1.06,1.06,1.06
686,-0.32,-1.40,-0.32,-1.40,1.40,0.91,1.08,1.09,1.08
692,-0.34,-1.45,-0.34,-1.45,1.45,0.93,1.11,1.11,1.11
699,-0.36,-1.49,-0.36,-1.50,1.50,0.95,1.14,1.14,1.14
706,-0.37,-1.54,-0.38,-1.54,1.54,0.97,1.17,1.17,1.17
713,-0.39,-1.59,-0.39,-1.59,1.59,1.00,1.20,1.20,1.20
721,-0.41,-1.64,-0.41,-1.64,1.64,1.02,1.23,1.23,1.23
728,-0.43,-1.69,-0.43,-1.69,1.69,1.05,1.26,1.26,1.26
735,-0.44,-1.73,-0.45,-1.73,1.73,1.07,1.29,1.29,1.29
742,-0.46,-1.78,-0.46,-1.78,1.78,1.10,1.32,1.32,1.32
750,-0.48,-1.83,-0.47,-1.82,1.82,1.13,1.34,1.35,1.35
757,-0.49,-1.87,-0.49,-1.86,1.86,1.16,1.37,1.38,1.38
765,-0.50,-1.91,-0.50,-1.90,1.90,1.19,1.40,1.40,1.41
773,-0.51,-1.94,-0.50,-1.94,1.94,1.22,1.43,1.43,1.44
780,-0.51,-1.97,-0.51,-1.97,1.97,1.25,1.46,1.46,1.46
788,-0.52,-2.01,-0.52,-2.00,2.00,1.28,1.48,1.48,1.49
796,-0.52,-2.04,-0.52,-2.03,2.03,1.32,1.50,1.51,1.51
804,-0.53,-2.06,-0.53,-2.06,2.06,1.35,1.53,1.53,1.53
812,-0.53,-2.08,-0.53,-2.08,2.08,1.38,1.55,1.55,1.55
820,-0.53,-2.10,-0.53,-2.10,2.10,1.42,1.58,1.57,1.57
828,-0.53,-2.12,-0.53,-2.12,2.12,1.45,1.60,1.59,1.59
837,-0.53,-2.14,-0.53,-2.14,2.14,1.49,1.62,1.61,1.61
845,-0.52,-2.15,-0.53,-2.16,2.16,1.52,1.64,1.63,1.63
853,-0.52,-2.17,-0.53,-2.18,2.18,1.56,1.66,1.65,1.65
862,-0.52,-2.19,-0.52,-2.19,2.19,1.59,1.67,1.67,1.67
871,-0.52,-2.21,-0.51,-2.21,2.21,1.62,1.69,1.69,1.69
879,-0.52,-2.23,-0.50,-2.22,2.22,1.65,1.70,1.71,1.71
888,-0.49,-2.23,-0.49,-2.22,2.22,1.69,1.73,1.74,1.74
897,-0.47,-2.23,-0.47,-2.23,2.23,1.71,1.76,1.76,1.76
906,-0.45,-2.23,-0.45,-2.23,2.23,1.74,1.78,1.78,1.78
915,-0.42,-2.23,-0.42,-2.22,2.22,1.77,1.80,1.80,1.81
924,-0.40,-2.23,-0.39,-2.21,2.21,1.79,1.82,1.82,1.83
933,-0.36,-2.21,-0.36,-2.20,2.20,1.81,1.84,1.84,1.85
943,-0.31,-2.19,-0.32,-2.19,2.19,1.83,1.87,1.86,1.87
952,-0.27,-2.16,-0.28,-2.16,2.16,1.85,1.89,1.88,1.89
962,-0.23,-2.14,-0.23,-2.14,2.14,1.86,1.91,1.91,1.91
971,-0.19,-2.12,-0.18,-2.11,2.11,1.87,1.92,1.93,1.93
981,-0.12,-2.07,-0.12,-2.07,2.07,1.87,1.95,1.94,1.95
991,-0.06,-2.03,-0.06,-2.03,2.03,1.88,1.97,1.96,1.97
1001,0.01,-1.98,0.00,-1.98,1.98,1.87,1.99,1.98,1.99
1011,0.07,-1.94,0.07,-1.93,1.93,1.87,2.00,2.01,2.01
1021,0.13,-1.90,0.15,-1.87,1.87,1.86,2.01,2.03,2.03
1031,0.23,-1.83,0.24,-1.81,1.81,1.85,2.04,2.05,2.06
1041,0.32,-1.76,0.32,-1.75,1.75,1.84,2.07,2.07,2.08
1052,0.43,-1.68,0.42,-1.68,1.68,1.82,2.10,2.10,2.11
1062,0.52,-1.62,0.52,-1.60,1.60,1.80,2.12,2.12,2.13
1073,0.62,-1.54,0.63,-1.53,1.53,1.78,2.14,2.15,2.16
1084,0.74,-1.45,0.74,-1.45,1.45,1.75,2.19,2.18,2.19
1094,0.85,-1.37,0.85,-1.36,1.36,1.72,2.22,2.22,2.22
1105,0.97,-1.28,0.98,-1.28,1.28,1.69,2.25,2.26,2.25
1116,1.09,-1.20,1.10,-1.20,1.20,1.66,2.29,2.30,2.29
1128,1.23,-1.11,1.23,-1.11,1.11,1.62,2.34,2.34,2.33
1139,1.36,-1.02,1.36,-1.03,1.03,1.59,2.39,2.39,2.38
1150,1.49,-0.94,1.49,-0.94,0.94,1.55,2.44,2.44,2.43
1162,1.63,-0.85,1.63,-0.86,0.86,1.51,2.50,2.49,2.49
1173,1.76,-0.78,1.77,-0.78,0.78,1.47,2.55,2.55,2.54
1185,1.90,-0.70,1.90,-0.71,0.71,1.43,2.61,2.61,2.61
1197,2.04,-0.63,2.04,-0.63,0.63,1.39,2.67,2.67,2.67
1209,2.17,-0.56,2.17,-0.56,0.56,1.35,2.73,2.73,2.73
1221,2.30,-0.49,2.30,-0.49,0.49,1.31,2.79,2.79,2.80
1233,2.43,-0.43,2.43,-0.42,0.42,1.27,2.86,2.86,2.86
1246,2.57,-0.36,2.56,-0.36,0.36,1.23,2.93,2.92,2.93
1258,2.69,-0.31,2.68,-0.30,0.30,1.19,2.99,2.98,2.99
1271,2.81,-0.25,2.81,-0.24,0.24,1.15,3.05,3.05,3.06
1283,2.92,-0.20,2.92,-0.19,0.19,1.11,3.11,3.12,3.12
1296,3.04,-0.14,3.04,-0.15,0.15,1.07,3.19,3.19,3.19
1309,3.16,-0.09,3.15,-0.10,0.10,1.03,3.26,3.26,3.25
1322,3.26,-0.06,3.26,-0.07,0.07,1.00,3.33,3.33,3.32
1335,3.36,-0.03,3.37,-0.03,0.03,0.96,3.40,3.40,3.39
1349,3.47,-0.00,3.47,-0.01,0.01,0.92,3.48,3.48,3.47
1362,3.57,0.02,3.57,0.01,-0.01,0.89,3.56,3.56,3.55
1376,3.67,0.03,3.67,0.02,-0.02,0.85,3.65,3.65,3.64
