frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
71,1.02,-7.25,1.04,-7.22,6.00,6.10,7.02,7.04,8.27
72,1.06,-7.08,1.05,-7.09,6.00,5.94,7.06,7.05,8.14
73,1.06,-6.97,1.07,-6.96,6.00,5.78,7.06,7.07,8.03
74,1.08,-6.83,1.09,-6.83,6.00,5.62,7.08,7.09,7.91
75,1.11,-6.72,1.10,-6.71,6.00,5.47,7.11,7.10,7.83
76,1.11,-6.60,1.11,-6.58,6.00,5.32,7.11,7.11,7.71
77,1.11,-6.48,1.12,-6.46,6.00,5.17,7.11,7.12,7.59
78,1.15,-6.33,1.14,-6.34,6.00,5.03,7.15,7.14,7.48
79,1.15,-6.22,1.15,-6.22,5.98,4.90,7.14,7.13,7.37
80,1.15,-6.10,1.16,-6.11,5.95,4.77,7.10,7.12,7.25
81,1.18,-5.98,1.17,-5.99,5.90,4.65,7.08,7.08,7.16
82,1.19,-5.87,1.18,-5.88,5.84,4.54,7.03,7.02,7.06
83,1.19,-5.78,1.20,-5.77,5.76,4.43,6.95,6.95,6.97
84,1.19,-5.70,1.21,-5.66,5.66,4.33,6.85,6.87,6.89
85,1.21,-5.58,1.22,-5.56,5.56,4.23,6.77,6.77,6.79
86,1.24,-5.45,1.23,-5.45,5.45,4.14,6.69,6.68,6.70
87,1.24,-5.36,1.23,-5.35,5.35,4.06,6.59,6.59,6.60
88,1.24,-5.25,1.24,-5.25,5.25,3.98,6.50,6.50,6.49
89,1.24,-5.16,1.25,-5.16,5.16,3.91,6.40,6.41,6.40
90,1.25,-5.05,1.26,-5.07,5.07,3.85,6.32,6.33,6.30
91,1.28,-4.95,1.27,-4.97,4.97,3.79,6.26,6.24,6.23
92,1.28,-4.89,1.28,-4.89,4.89,3.73,6.17,6.16,6.17
93,1.28,-4.82,1.28,-4.80,4.80,3.68,6.08,6.09,6.10
94,1.28,-4.74,1.29,-4.72,4.72,3.63,6.00,6.01,6.02
95,1.28,-4.67,1.29,-4.64,4.64,3.59,5.92,5.93,5.95
96,1.30,-4.55,1.30,-4.56,4.56,3.55,5.86,5.86,5.85
97,1.32,-4.45,1.30,-4.48,4.48,3.52,5.80,5.78,5.78
98,1.32,-4.40,1.31,-4.40,4.40,3.48,5.72,5.71,5.72
99,1.32,-4.33,1.32,-4.33,4.33,3.45,5.65,5.64,5.65
100,1.32,-4.25,1.32,-4.25,4.25,3.43,5.57,5.57,5.57
101,1.32,-4.17,1.33,-4.17,4.17,3.40,5.49,5.50,5.49
102,1.32,-4.12,1.34,-4.09,4.09,3.38,5.41,5.42,5.44
104,1.32,-4.03,1.34,-4.01,4.01,3.35,5.33,5.35,5.35
105,1.34,-3.95,1.35,-3.92,3.92,3.33,5.27,5.27,5.29
106,1.36,-3.85,1.35,-3.84,3.84,3.31,5.20,5.19,5.21
107,1.37,-3.76,1.35,-3.76,3.76,3.30,5.13,5.11,5.13
108,1.37,-3.67,1.36,-3.67,3.67,3.29,5.04,5.03,5.04
109,1.37,-3.58,1.36,-3.58,3.58,3.27,4.95,4.94,4.95
110,1.37,-3.49,1.37,-3.49,3.49,3.26,4.86,4.86,4.86
111,1.37,-3.41,1.37,-3.40,3.40,3.25,4.77,4.77,4.78
112,1.37,-3.31,1.38,-3.31,3.31,3.23,4.68,4.69,4.68
113,1.37,-3.22,1.38,-3.22,3.22,3.22,4.59,4.61,4.59
114,1.37,-3.15,1.39,-3.14,3.14,3.20,4.51,4.52,4.52
115,1.37,-3.08,1.39,-3.05,3.05,3.19,4.42,4.44,4.45
117,1.39,-2.95,1.39,-2.96,2.96,3.15,4.36,4.36,4.34
118,1.41,-2.86,1.40,-2.88,2.88,3.13,4.29,4.28,4.27
119,1.41,-2.79,1.40,-2.80,2.80,3.10,4.21,4.20,4.20
120,1.41,-2.71,1.40,-2.73,2.73,3.08,4.14,4.13,4.12
121,1.41,-2.64,1.41,-2.65,2.65,3.05,4.06,4.06,4.06
123,1.41,-2.58,1.41,-2.58,2.58,2.99,3.99,3.99,3.99
124,1.41,-2.52,1.41,-2.51,2.51,2.96,3.92,3.92,3.93
125,1.41,-2.44,1.41,-2.44,2.44,2.93,3.85,3.86,3.85
126,1.41,-2.38,1.41,-2.37,2.37,2.89,3.79,3.79,3.79
128,1.41,-2.31,1.41,-2.31,2.31,2.81,3.72,3.72,3.72
129,1.41,-2.24,1.41,-2.24,2.24,2.77,3.65,3.65,3.65
130,1.41,-2.17,1.41,-2.17,2.17,2.72,3.59,3.59,3.58
131,1.41,-2.12,1.41,-2.11,2.11,2.67,3.52,3.52,3.53
133,1.41,-2.04,1.41,-2.04,2.04,2.57,3.45,3.45,3.46
134,1.41,-1.99,1.41,-1.96,1.96,2.52,3.37,3.37,3.40
135,1.41,-1.91,1.41,-1.89,1.89,2.47,3.30,3.30,3.32
137,1.41,-1.83,1.41,-1.81,1.81,2.36,3.23,3.23,3.24
138,1.41,-1.76,1.41,-1.74,1.74,2.31,3.15,3.15,3.17
140,1.41,-1.65,1.41,-1.66,1.66,2.19,3.07,3.07,3.06
141,1.41,-1.56,1.41,-1.58,1.58,2.13,2.99,2.99,2.97
142,1.41,-1.50,1.41,-1.50,1.50,2.07,2.91,2.91,2.91
144,1.41,-1.43,1.41,-1.42,1.42,1.95,2.84,2.84,2.84
145,1.41,-1.34,1.41,-1.35,1.35,1.89,2.76,2.76,2.75
147,1.41,-1.26,1.41,-1.27,1.27,1.77,2.68,2.68,2.67
148,1.41,-1.18,1.41,-1.19,1.19,1.71,2.60,2.60,2.59
150,1.41,-1.12,1.41,-1.11,1.11,1.59,2.52,2.52,2.53
151,1.41,-1.04,1.41,-1.03,1.03,1.53,2.44,2.45,2.45
153,1.41,-0.96,1.41,-0.95,0.95,1.41,2.36,2.37,2.37
154,1.41,-0.89,1.41,-0.88,0.88,1.36,2.29,2.29,2.30
156,1.41,-0.81,1.41,-0.80,0.80,1.24,2.21,2.21,2.22
157,1.41,-0.72,1.41,-0.72,0.72,1.18,2.13,2.13,2.13
159,1.41,-0.63,1.41,-0.64,0.64,1.06,2.05,2.05,2.05
160,1.41,-0.58,1.41,-0.56,0.56,1.00,1.97,1.96,1.99
162,1.41,-0.47,1.40,-0.48,0.48,0.89,1.89,1.88,1.88
164,1.41,-0.38,1.40,-0.40,0.40,0.78,1.81,1.80,1.80
165,1.39,-0.32,1.39,-0.32,0.32,0.72,1.71,1.71,1.71
167,1.37,-0.25,1.39,-0.24,0.24,0.61,1.61,1.63,1.62
169,1.37,-0.16,1.38,-0.16,0.16,0.50,1.53,1.54,1.54
170,1.37,-0.09,1.38,-0.08,0.08,0.45,1.45,1.46,1.46
172,1.37,-0.01,1.37,-0.00,0.00,0.34,1.38,1.37,1.38
174,1.37,0.08,1.36,0.07,-0.07,0.24,1.30,1.29,1.29
175,1.37,0.16,1.35,0.15,-0.15,0.18,1.22,1.21,1.21
177,1.34,0.21,1.34,0.22,-0.22,0.08,1.12,1.12,1.13
179,1.32,0.28,1.34,0.29,-0.29,-0.02,1.03,1.04,1.04
181,1.32,0.37,1.33,0.36,-0.36,-0.12,0.96,0.96,0.95
183,1.32,0.44,1.32,0.43,-0.43,-0.23,0.89,0.89,0.88
184,1.32,0.51,1.31,0.50,-0.50,-0.28,0.82,0.81,0.81
186,1.28,0.54,1.29,0.56,-0.56,-0.37,0.72,0.73,0.74
188,1.28,0.63,1.28,0.62,-0.62,-0.47,0.66,0.66,0.65
190,1.28,0.69,1.27,0.68,-0.68,-0.57,0.60,0.59,0.59
192,1.24,0.73,1.25,0.74,-0.74,-0.67,0.51,0.51,0.51
194,1.24,0.81,1.23,0.79,-0.79,-0.76,0.45,0.44,0.43
196,1.24,0.87,1.22,0.84,-0.84,-0.86,0.40,0.37,0.37
198,1.19,0.87,1.20,0.90,-0.90,-0.95,0.30,0.31,0.32
200,1.19,0.94,1.18,0.95,-0.95,-1.04,0.24,0.23,0.25
202,1.15,0.97,1.16,1.00,-1.00,-1.13,0.15,0.16,0.18
204,1.15,1.05,1.15,1.05,-1.05,-1.22,0.10,0.10,0.10
206,1.15,1.12,1.14,1.11,-1.11,-1.31,0.04,0.03,0.03
208,1.11,1.15,1.13,1.17,-1.17,-1.40,-0.06,-0.04,-0.04
210,1.11,1.21,1.12,1.23,-1.23,-1.48,-0.12,-0.11,-0.10
212,1.11,1.29,1.12,1.29,-1.29,-1.57,-0.18,-0.17,-0.18
214,1.11,1.33,1.12,1.36,-1.36,-1.65,-0.25,-0.24,-0.22
216,1.11,1.41,1.12,1.42,-1.42,-1.73,-0.31,-0.30,-0.30
218,1.11,1.47,1.13,1.49,-1.49,-1.80,-0.38,-0.36,-0.36
221,1.15,1.59,1.14,1.57,-1.57,-1.92,-0.41,-0.43,-0.44
223,1.15,1.64,1.16,1.64,-1.64,-1.99,-0.49,-0.48,-0.49
225,1.16,1.70,1.17,1.71,-1.71,-2.06,-0.55,-0.54,-0.54
227,1.19,1.78,1.19,1.78,-1.78,-2.12,-0.59,-0.60,-0.58
229,1.19,1.83,1.21,1.86,-1.86,-2.18,-0.66,-0.65,-0.64
232,1.24,1.93,1.22,1.93,-1.93,-2.27,-0.68,-0.70,-0.68
234,1.24,1.99,1.24,1.99,-1.99,-2.32,-0.75,-0.75,-0.75
236,1.26,2.06,1.25,2.05,-2.05,-2.37,-0.79,-0.80,-0.80
239,1.28,2.13,1.26,2.11,-2.11,-2.44,-0.83,-0.85,-0.85
241,1.28,2.18,1.27,2.16,-2.16,-2.48,-0.88,-0.89,-0.89
244,1.28,2.22,1.28,2.21,-2.21,-2.54,-0.93,-0.94,-0.94
246,1.28,2.28,1.28,2.26,-2.26,-2.57,-0.98,-0.97,-1.00
248,1.28,2.29,1.28,2.29,-2.29,-2.60,-1.01,-1.01,-1.01
251,1.28,2.33,1.28,2.33,-2.33,-2.63,-1.05,-1.05,-1.05
253,1.28,2.34,1.28,2.36,-2.36,-2.65,-1.08,-1.08,-1.06
256,1.28,2.38,1.27,2.38,-2.38,-2.68,-1.10,-1.11,-1.09
259,1.26,2.40,1.27,2.41,-2.41,-2.70,-1.15,-1.14,-1.14
261,1.24,2.41,1.26,2.43,-2.43,-2.70,-1.19,-1.17,-1.17
264,1.24,2.44,1.25,2.45,-2.45,-2.71,-1.21,-1.20,-1.20
266,1.24,2.45,1.24,2.46,-2.46,-2.71,-1.22,-1.23,-1.21
269,1.24,2.49,1.23,2.48,-2.48,-2.71,-1.24,-1.25,-1.25
272,1.23,2.51,1.22,2.50,-2.50,-2.70,-1.27,-1.28,-1.28
274,1.20,2.51,1.21,2.52,-2.52,-2.70,-1.32,-1.31,-1.31
277,1.19,2.51,1.20,2.53,-2.53,-2.69,-1.34,-1.34,-1.32
280,1.19,2.55,1.19,2.55,-2.55,-2.67,-1.36,-1.36,-1.36
283,1.19,2.58,1.18,2.57,-2.57,-2.65,-1.38,-1.39,-1.38
286,1.15,2.57,1.17,2.58,-2.58,-2.64,-1.43,-1.41,-1.42
288,1.15,2.59,1.16,2.60,-2.60,-2.62,-1.45,-1.44,-1.44
291,1.15,2.63,1.15,2.62,-2.62,-2.60,-1.46,-1.46,-1.48
294,1.15,2.63,1.14,2.63,-2.63,-2.58,-1.48,-1.49,-1.48
297,1.14,2.65,1.13,2.64,-2.64,-2.56,-1.50,-1.51,-1.51
300,1.11,2.67,1.12,2.66,-2.66,-2.54,-1.55,-1.54,-1.56
303,1.11,2.66,1.11,2.67,-2.67,-2.52,-1.56,-1.56,-1.54
306,1.11,2.70,1.10,2.69,-2.69,-2.50,-1.58,-1.59,-1.59
309,1.11,2.70,1.09,2.70,-2.70,-2.48,-1.59,-1.61,-1.59
312,1.06,2.68,1.08,2.72,-2.72,-2.47,-1.65,-1.63,-1.62
316,1.06,2.72,1.07,2.73,-2.73,-2.45,-1.67,-1.66,-1.66
319,1.06,2.75,1.06,2.74,-2.74,-2.43,-1.68,-1.69,-1.69
322,1.04,2.75,1.04,2.76,-2.76,-2.42,-1.71,-1.71,-1.71
325,1.02,2.77,1.03,2.77,-2.77,-2.41,-1.75,-1.74,-1.75
328,1.02,2.77,1.02,2.78,-2.78,-2.40,-1.76,-1.77,-1.75
332,1.02,2.81,1.00,2.79,-2.79,-2.40,-1.77,-1.79,-1.79
335,0.98,2.82,0.99,2.81,-2.81,-2.39,-1.83,-1.82,-1.84
338,0.98,2.82,0.97,2.82,-2.82,-2.39,-1.84,-1.85,-1.83
342,0.94,2.81,0.95,2.83,-2.83,-2.39,-1.89,-1.87,-1.87
345,0.93,2.82,0.94,2.84,-2.84,-2.39,-1.91,-1.90,-1.89
349,0.93,2.86,0.92,2.85,-2.85,-2.39,-1.92,-1.92,-1.93
352,0.89,2.84,0.90,2.86,-2.86,-2.40,-1.96,-1.95,-1.95
356,0.89,2.87,0.89,2.86,-2.86,-2.41,-1.97,-1.98,-1.98
359,0.88,2.87,0.87,2.87,-2.87,-2.42,-1.99,-2.00,-1.99
363,0.85,2.89,0.85,2.88,-2.88,-2.43,-2.03,-2.02,-2.04
366,0.85,2.89,0.84,2.88,-2.88,-2.45,-2.03,-2.04,-2.04
370,0.81,2.88,0.83,2.89,-2.89,-2.47,-2.08,-2.06,-2.07
374,0.80,2.88,0.81,2.90,-2.90,-2.49,-2.09,-2.09,-2.08
377,0.80,2.92,0.80,2.90,-2.90,-2.51,-2.10,-2.11,-2.12
381,0.77,2.89,0.78,2.91,-2.91,-2.53,-2.14,-2.13,-2.12
385,0.76,2.91,0.77,2.92,-2.92,-2.56,-2.15,-2.15,-2.15
389,0.76,2.92,0.75,2.92,-2.92,-2.59,-2.16,-2.17,-2.16
393,0.75,2.92,0.74,2.93,-2.93,-2.62,-2.18,-2.19,-2.17
397,0.72,2.93,0.73,2.94,-2.94,-2.65,-2.22,-2.21,-2.21
401,0.72,2.95,0.71,2.95,-2.95,-2.69,-2.23,-2.23,-2.23
405,0.70,2.94,0.70,2.95,-2.95,-2.72,-2.25,-2.25,-2.24
409,0.67,2.96,0.69,2.96,-2.96,-2.76,-2.29,-2.28,-2.29
413,0.67,2.96,0.67,2.97,-2.97,-2.80,-2.30,-2.30,-2.29
417,0.66,2.99,0.65,2.97,-2.97,-2.83,-2.31,-2.32,-2.33
421,0.63,2.97,0.63,2.98,-2.98,-2.87,-2.35,-2.34,-2.34
425,0.63,3.00,0.62,2.98,-2.98,-2.91,-2.35,-2.37,-2.37
430,0.59,2.96,0.60,2.98,-2.98,-2.95,-2.39,-2.39,-2.37
434,0.59,3.01,0.58,2.98,-2.98,-2.99,-2.39,-2.41,-2.42
438,0.54,2.96,0.56,2.98,-2.98,-3.02,-2.44,-2.42,-2.42
443,0.54,3.01,0.54,2.98,-2.98,-3.07,-2.43,-2.44,-2.47
447,0.50,2.96,0.52,2.97,-2.97,-3.10,-2.47,-2.45,-2.46
451,0.50,2.96,0.50,2.96,-2.96,-3.13,-2.46,-2.47,-2.46
456,0.46,2.94,0.47,2.96,-2.96,-3.17,-2.50,-2.48,-2.48
460,0.46,2.96,0.45,2.95,-2.95,-3.19,-2.49,-2.50,-2.50
465,0.43,2.93,0.43,2.94,-2.94,-3.22,-2.51,-2.51,-2.50
470,0.41,2.91,0.41,2.94,-2.94,-3.25,-2.53,-2.53,-2.50
474,0.39,2.94,0.39,2.93,-2.93,-3.27,-2.54,-2.54,-2.54
479,0.37,2.91,0.37,2.93,-2.93,-3.28,-2.55,-2.56,-2.54
484,0.33,2.93,0.35,2.92,-2.92,-3.30,-2.59,-2.57,-2.60
489,0.33,2.92,0.32,2.91,-2.91,-3.31,-2.58,-2.59,-2.59
494,0.29,2.90,0.30,2.91,-2.91,-3.31,-2.62,-2.61,-2.61
499,0.28,2.91,0.28,2.91,-2.91,-3.31,-2.62,-2.63,-2.63
504,0.25,2.88,0.26,2.90,-2.90,-3.31,-2.65,-2.64,-2.63
509,0.24,2.91,0.23,2.90,-2.90,-3.30,-2.65,-2.66,-2.67
514,0.21,2.88,0.21,2.89,-2.89,-3.29,-2.68,-2.68,-2.67
519,0.20,2.88,0.19,2.88,-2.88,-3.27,-2.68,-2.69,-2.68
524,0.15,2.88,0.17,2.87,-2.87,-3.25,-2.72,-2.71,-2.73
529,0.15,2.87,0.15,2.87,-2.87,-3.23,-2.72,-2.72,-2.72
535,0.11,2.86,0.12,2.86,-2.86,-3.19,-2.75,-2.73,-2.75
540,0.11,2.87,0.10,2.85,-2.85,-3.16,-2.74,-2.75,-2.76
545,0.07,2.83,0.08,2.84,-2.84,-3.13,-2.76,-2.76,-2.76
551,0.07,2.83,0.05,2.82,-2.82,-3.09,-2.75,-2.77,-2.76
556,0.02,2.78,0.03,2.81,-2.81,-3.05,-2.79,-2.78,-2.76
562,0.01,2.79,0.01,2.80,-2.80,-3.01,-2.79,-2.79,-2.78
568,-0.02,2.79,-0.02,2.79,-2.79,-2.96,-2.81,-2.81,-2.81
573,-0.05,2.76,-0.04,2.78,-2.78,-2.92,-2.83,-2.82,-2.81
579,-0.06,2.78,-0.07,2.77,-2.77,-2.88,-2.83,-2.83,-2.84
585,-0.11,2.74,-0.09,2.76,-2.76,-2.83,-2.87,-2.85,-2.85
591,-0.11,2.74,-0.11,2.75,-2.75,-2.78,-2.86,-2.86,-2.85
596,-0.14,2.73,-0.14,2.74,-2.74,-2.74,-2.88,-2.88,-2.87
602,-0.15,2.74,-0.16,2.73,-2.73,-2.70,-2.88,-2.89,-2.89
608,-0.19,2.70,-0.19,2.72,-2.72,-2.65,-2.91,-2.91,-2.89
615,-0.22,2.72,-0.21,2.71,-2.71,-2.60,-2.93,-2.92,-2.94
621,-0.24,2.70,-0.24,2.70,-2.70,-2.56,-2.94,-2.93,-2.94
627,-0.26,2.68,-0.26,2.68,-2.68,-2.51,-2.94,-2.94,-2.94
633,-0.28,2.67,-0.28,2.67,-2.67,-2.48,-2.95,-2.95,-2.95
639,-0.31,2.68,-0.31,2.66,-2.66,-2.44,-2.97,-2.97,-2.98
646,-0.32,2.66,-0.33,2.64,-2.64,-2.40,-2.96,-2.98,-2.98
652,-0.37,2.61,-0.35,2.63,-2.63,-2.36,-3.00,-2.98,-2.98
659,-0.37,2.61,-0.38,2.61,-2.61,-2.33,-2.98,-2.99,-2.98
665,-0.41,2.57,-0.40,2.60,-2.60,-2.30,-3.01,-3.00,-2.98
672,-0.42,2.56,-0.42,2.58,-2.58,-2.26,-3.00,-3.00,-2.98
679,-0.45,2.58,-0.44,2.57,-2.57,-2.23,-3.01,-3.01,-3.03
686,-0.46,2.57,-0.47,2.55,-2.55,-2.21,-3.01,-3.01,-3.03
692,-0.50,2.52,-0.49,2.53,-2.53,-2.19,-3.03,-3.02,-3.02
699,-0.50,2.52,-0.51,2.51,-2.51,-2.16,-3.01,-3.02,-3.02
706,-0.54,2.48,-0.53,2.49,-2.49,-2.14,-3.03,-3.03,-3.02
713,-0.54,2.48,-0.55,2.48,-2.48,-2.13,-3.01,-3.03,-3.02
721,-0.58,2.44,-0.57,2.46,-2.46,-2.11,-3.03,-3.03,-3.02
728,-0.58,2.44,-0.59,2.44,-2.44,-2.09,-3.01,-3.03,-3.02
735,-0.62,2.40,-0.61,2.41,-2.41,-2.08,-3.03,-3.02,-3.02
742,-0.63,2.39,-0.63,2.39,-2.39,-2.07,-3.02,-3.02,-3.02
750,-0.66,2.36,-0.65,2.37,-2.37,-2.06,-3.03,-3.02,-3.02
757,-0.67,2.36,-0.66,2.35,-2.35,-2.06,-3.02,-3.01,-3.02
765,-0.67,2.36,-0.68,2.33,-2.33,-2.05,-3.00,-3.01,-3.02
773,-0.71,2.27,-0.70,2.30,-2.30,-2.05,-3.01,-3.00,-2.98
780,-0.71,2.26,-0.71,2.28,-2.28,-2.05,-2.99,-2.99,-2.97
788,-0.71,2.27,-0.73,2.25,-2.25,-2.05,-2.96,-2.98,-2.97
796,-0.76,2.21,-0.75,2.23,-2.23,-2.05,-2.98,-2.97,-2.97
804,-0.76,2.21,-0.77,2.20,-2.20,-2.06,-2.96,-2.97,-2.97
812,-0.79,2.18,-0.79,2.17,-2.17,-2.06,-2.96,-2.96,-2.97
820,-0.80,2.17,-0.81,2.14,-2.14,-2.07,-2.94,-2.95,-2.97
828,-0.80,2.14,-0.83,2.11,-2.11,-2.07,-2.91,-2.94,-2.94
837,-0.84,2.09,-0.85,2.08,-2.08,-2.08,-2.92,-2.93,-2.93
845,-0.85,2.08,-0.87,2.06,-2.06,-2.08,-2.91,-2.93,-2.93
853,-0.89,2.02,-0.88,2.04,-2.04,-2.09,-2.93,-2.92,-2.90
862,-0.89,1.99,-0.88,2.03,-2.03,-2.10,-2.92,-2.91,-2.88
871,-0.89,1.99,-0.88,2.03,-2.03,-2.10,-2.92,-2.90,-2.88
879,-0.89,1.96,-0.85,2.03,-2.03,-2.11,-2.92,-2.89,-2.85
888,-0.84,2.00,-0.82,2.05,-2.05,-2.11,-2.89,-2.87,-2.84
897,-0.80,2.00,-0.76,2.08,-2.08,-2.11,-2.88,-2.84,-2.80
906,-0.74,2.03,-0.68,2.12,-2.12,-2.11,-2.86,-2.80,-2.77
915,-0.67,2.07,-0.59,2.17,-2.17,-2.11,-2.84,-2.76,-2.74
924,-0.58,2.10,-0.50,2.21,-2.21,-2.10,-2.79,-2.71,-2.68
933,-0.46,2.18,-0.40,2.26,-2.26,-2.09,-2.72,-2.66,-2.64
943,-0.34,2.26,-0.31,2.29,-2.29,-2.08,-2.63,-2.60,-2.60
952,-0.19,2.36,-0.23,2.32,-2.32,-2.07,-2.51,-2.55,-2.55
962,-0.06,2.44,-0.16,2.33,-2.33,-2.05,-2.39,-2.50,-2.50
971,0.04,2.47,-0.11,2.33,-2.33,-2.03,-2.29,-2.44,-2.43
981,0.11,2.50,-0.08,2.30,-2.30,-2.00,-2.19,-2.38,-2.39
991,0.08,2.43,-0.06,2.26,-2.26,-1.97,-2.18,-2.32,-2.35
1001,-0.01,2.26,-0.05,2.20,-2.20,-1.94,-2.21,-2.25,-2.27
1011,-0.09,2.10,-0.06,2.12,-2.12,-1.90,-2.21,-2.18,-2.19
1021,-0.16,1.96,-0.08,2.02,-2.02,-1.85,-2.18,-2.11,-2.12
1031,-0.22,1.82,-0.11,1.92,-1.92,-1.81,-2.13,-2.03,-2.03
1041,-0.24,1.69,-0.15,1.80,-1.80,-1.76,-2.04,-1.95,-1.93
1052,-0.24,1.60,-0.18,1.68,-1.68,-1.70,-1.92,-1.86,-1.83
1062,-0.24,1.50,-0.21,1.56,-1.56,-1.64,-1.80,-1.77,-1.74
1073,-0.24,1.38,-0.22,1.44,-1.44,-1.57,-1.68,-1.66,-1.62
1084,-0.24,1.27,-0.23,1.32,-1.32,-1.50,-1.56,-1.55,-1.50
1094,-0.19,1.21,-0.22,1.21,-1.21,-1.44,-1.40,-1.43,-1.40
1105,-0.19,1.11,-0.20,1.10,-1.10,-1.36,-1.29,-1.30,-1.30
1116,-0.16,1.03,-0.18,1.00,-1.00,-1.29,-1.16,-1.18,-1.19
1128,-0.15,0.91,-0.15,0.90,-0.90,-1.20,-1.04,-1.05,-1.06
1139,-0.12,0.80,-0.13,0.79,-0.79,-1.12,-0.91,-0.92,-0.92
1150,-0.11,0.70,-0.11,0.69,-0.69,-1.04,-0.80,-0.80,-0.81
1162,-0.08,0.60,-0.09,0.60,-0.60,-0.95,-0.68,-0.68,-0.68
1173,-0.06,0.51,-0.06,0.50,-0.50,-0.86,-0.56,-0.56,-0.57
1185,-0.06,0.39,-0.05,0.40,-0.40,-0.77,-0.46,-0.44,-0.45
