frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
112,3.23,-3.99,3.25,-4.00,4.00,4.24,7.22,7.24,7.22
113,3.23,-4.00,3.24,-4.01,4.01,4.29,7.23,7.24,7.23
114,3.23,-4.01,3.23,-4.02,4.02,4.33,7.24,7.24,7.24
115,3.22,-4.02,3.21,-4.03,4.03,4.37,7.24,7.24,7.24
117,3.22,-4.03,3.20,-4.03,4.03,4.44,7.25,7.24,7.25
118,3.21,-4.05,3.19,-4.04,4.04,4.47,7.25,7.24,7.26
119,3.20,-4.04,3.18,-4.05,4.05,4.50,7.25,7.23,7.24
120,3.19,-4.05,3.18,-4.06,4.06,4.52,7.25,7.23,7.24
121,3.17,-4.07,3.17,-4.07,4.07,4.54,7.23,7.23,7.24
123,3.15,-4.07,3.16,-4.07,4.07,4.57,7.22,7.23,7.22
124,3.14,-4.08,3.15,-4.08,4.08,4.57,7.21,7.23,7.22
125,3.13,-4.08,3.15,-4.08,4.08,4.58,7.21,7.23,7.21
126,3.12,-4.08,3.14,-4.09,4.09,4.58,7.20,7.22,7.20
128,3.12,-4.09,3.13,-4.09,4.09,4.57,7.21,7.21,7.21
129,3.12,-4.09,3.11,-4.09,4.09,4.56,7.21,7.20,7.21
130,3.12,-4.09,3.10,-4.09,4.09,4.54,7.21,7.19,7.21
131,3.12,-4.08,3.09,-4.09,4.09,4.52,7.21,7.18,7.20
133,3.09,-4.10,3.07,-4.09,4.09,4.48,7.18,7.16,7.19
134,3.08,-4.08,3.05,-4.09,4.09,4.46,7.17,7.15,7.16
135,3.05,-4.09,3.04,-4.09,4.09,4.43,7.14,7.13,7.14
137,3.01,-4.09,3.02,-4.09,4.09,4.37,7.10,7.11,7.10
138,2.98,-4.09,2.99,-4.09,4.09,4.34,7.07,7.09,7.07
140,2.96,-4.09,2.97,-4.09,4.09,4.28,7.05,7.06,7.05
141,2.94,-4.08,2.95,-4.09,4.09,4.24,7.02,7.04,7.02
142,2.92,-4.08,2.93,-4.08,4.08,4.21,7.00,7.01,7.00
144,2.90,-4.08,2.91,-4.08,4.08,4.13,6.97,6.98,6.98
145,2.89,-4.08,2.89,-4.07,4.07,4.10,6.96,6.96,6.97
147,2.88,-4.06,2.87,-4.06,4.06,4.02,6.94,6.93,6.94
148,2.86,-4.05,2.85,-4.06,4.06,3.99,6.91,6.91,6.91
150,2.84,-4.04,2.83,-4.05,4.05,3.92,6.88,6.88,6.88
151,2.82,-4.04,2.82,-4.04,4.04,3.88,6.85,6.86,6.86
153,2.81,-4.02,2.80,-4.03,4.03,3.82,6.83,6.83,6.83
154,2.80,-4.01,2.78,-4.02,4.02,3.79,6.81,6.80,6.81
156,2.76,-4.00,2.76,-4.00,4.00,3.73,6.76,6.77,6.76
157,2.75,-3.99,2.75,-3.99,3.99,3.70,6.74,6.74,6.74
159,2.72,-3.97,2.73,-3.98,3.98,3.64,6.69,6.70,6.69
160,2.72,-3.96,2.71,-3.96,3.96,3.62,6.68,6.67,6.68
162,2.69,-3.94,2.69,-3.95,3.95,3.57,6.63,6.64,6.63
164,2.66,-3.93,2.67,-3.93,3.93,3.52,6.59,6.60,6.59
165,2.65,-3.92,2.65,-3.92,3.92,3.50,6.56,6.57,6.57
167,2.63,-3.90,2.63,-3.90,3.90,3.47,6.53,6.53,6.53
169,2.61,-3.88,2.61,-3.88,3.88,3.43,6.49,6.50,6.49
170,2.60,-3.86,2.59,-3.86,3.86,3.42,6.46,6.46,6.46
172,2.58,-3.85,2.57,-3.85,3.85,3.39,6.42,6.42,6.43
174,2.55,-3.83,2.54,-3.83,3.83,3.37,6.37,6.37,6.38
175,2.54,-3.81,2.52,-3.81,3.81,3.36,6.35,6.33,6.35
177,2.51,-3.79,2.49,-3.79,3.79,3.35,6.30,6.28,6.30
179,2.48,-3.77,2.46,-3.77,3.77,3.34,6.25,6.23,6.25
181,2.44,-3.75,2.43,-3.75,3.75,3.33,6.19,6.19,6.19
183,2.39,-3.73,2.40,-3.74,3.74,3.33,6.12,6.14,6.12
184,2.37,-3.71,2.38,-3.72,3.72,3.33,6.09,6.10,6.08
186,2.33,-3.70,2.35,-3.71,3.71,3.33,6.03,6.06,6.03
188,2.31,-3.69,2.32,-3.69,3.69,3.34,6.00,6.01,6.00
190,2.28,-3.68,2.29,-3.68,3.68,3.34,5.96,5.97,5.96
192,2.27,-3.67,2.27,-3.67,3.67,3.36,5.94,5.94,5.94
194,2.25,-3.66,2.24,-3.66,3.66,3.37,5.91,5.90,5.91
196,2.24,-3.66,2.22,-3.65,3.65,3.39,5.89,5.87,5.90
198,2.22,-3.64,2.20,-3.65,3.65,3.41,5.86,5.85,5.86
200,2.19,-3.64,2.18,-3.64,3.64,3.43,5.83,5.82,5.83
202,2.16,-3.64,2.16,-3.64,3.64,3.45,5.80,5.80,5.80
204,2.14,-3.63,2.14,-3.64,3.64,3.47,5.77,5.78,5.77
206,2.11,-3.64,2.12,-3.64,3.64,3.50,5.75,5.76,5.75
208,2.09,-3.63,2.10,-3.64,3.64,3.52,5.73,5.74,5.72
210,2.08,-3.64,2.07,-3.65,3.65,3.55,5.73,5.72,5.72
212,2.06,-3.65,2.04,-3.66,3.66,3.58,5.72,5.70,5.71
214,2.04,-3.65,2.01,-3.67,3.67,3.61,5.71,5.68,5.69
216,2.02,-3.66,1.98,-3.68,3.68,3.63,5.70,5.66,5.68
218,1.97,-3.68,1.96,-3.69,3.69,3.66,5.66,5.65,5.65
221,1.92,-3.71,1.93,-3.71,3.71,3.69,5.62,5.64,5.63
223,1.89,-3.72,1.91,-3.72,3.72,3.72,5.60,5.63,5.61
225,1.87,-3.73,1.89,-3.73,3.73,3.74,5.59,5.62,5.60
227,1.85,-3.75,1.87,-3.74,3.74,3.76,5.58,5.60,5.60
229,1.84,-3.76,1.85,-3.74,3.74,3.78,5.58,5.59,5.60
232,1.84,-3.75,1.84,-3.74,3.74,3.80,5.58,5.57,5.59
234,1.83,-3.75,1.82,-3.73,3.73,3.81,5.56,5.56,5.58
236,1.82,-3.74,1.82,-3.72,3.72,3.82,5.54,5.54,5.56
239,1.83,-3.70,1.81,-3.70,3.70,3.82,5.53,5.52,5.53
241,1.82,-3.68,1.81,-3.68,3.68,3.82,5.50,5.49,5.50
244,1.82,-3.65,1.81,-3.65,3.65,3.81,5.47,5.47,5.47
246,1.82,-3.62,1.81,-3.62,3.62,3.81,5.43,5.43,5.44
248,1.81,-3.59,1.81,-3.58,3.58,3.79,5.39,5.39,5.40
251,1.82,-3.53,1.81,-3.53,3.53,3.77,5.35,5.35,5.35
253,1.81,-3.49,1.81,-3.49,3.49,3.75,5.29,5.30,5.30
256,1.82,-3.43,1.81,-3.43,3.43,3.72,5.25,5.25,5.25
259,1.82,-3.36,1.81,-3.38,3.38,3.67,5.20,5.19,5.18
261,1.81,-3.33,1.81,-3.32,3.32,3.64,5.13,5.13,5.14
264,1.81,-3.26,1.81,-3.26,3.26,3.59,5.07,5.07,5.07
266,1.81,-3.20,1.80,-3.20,3.20,3.55,5.01,5.00,5.01
269,1.80,-3.14,1.80,-3.14,3.14,3.49,4.94,4.94,4.94
272,1.80,-3.06,1.79,-3.08,3.08,3.42,4.87,4.87,4.86
274,1.79,-3.02,1.79,-3.02,3.02,3.38,4.80,4.80,4.81
277,1.78,-2.95,1.78,-2.95,2.95,3.31,4.73,4.73,4.73
280,1.77,-2.88,1.77,-2.89,2.89,3.23,4.66,4.66,4.65
283,1.76,-2.82,1.76,-2.83,2.83,3.16,4.59,4.59,4.58
286,1.74,-2.76,1.74,-2.77,2.77,3.08,4.51,4.52,4.50
288,1.73,-2.72,1.73,-2.72,2.72,3.03,4.44,4.44,4.45
291,1.72,-2.66,1.71,-2.66,2.66,2.95,4.38,4.37,4.38
294,1.70,-2.60,1.69,-2.60,2.60,2.87,4.30,4.30,4.30
297,1.68,-2.54,1.67,-2.55,2.55,2.80,4.23,4.22,4.22
300,1.65,-2.50,1.65,-2.50,2.50,2.72,4.15,4.15,4.15
303,1.63,-2.45,1.63,-2.45,2.45,2.64,4.07,4.08,4.08
306,1.61,-2.39,1.60,-2.40,2.40,2.57,4.00,4.00,4.00
309,1.58,-2.35,1.58,-2.35,2.35,2.49,3.92,3.93,3.93
312,1.56,-2.30,1.55,-2.30,2.30,2.42,3.86,3.85,3.86
316,1.52,-2.25,1.53,-2.25,2.25,2.32,3.77,3.78,3.77
319,1.50,-2.19,1.50,-2.21,2.21,2.25,3.70,3.70,3.69
322,1.47,-2.15,1.47,-2.16,2.16,2.18,3.63,3.63,3.62
325,1.44,-2.12,1.44,-2.11,2.11,2.12,3.55,3.55,3.56
328,1.42,-2.07,1.41,-2.07,2.07,2.05,3.49,3.48,3.49
332,1.38,-2.02,1.38,-2.03,2.03,1.97,3.40,3.41,3.40
335,1.35,-1.98,1.35,-1.98,1.98,1.91,3.33,3.33,3.33
338,1.33,-1.94,1.32,-1.94,1.94,1.85,3.27,3.26,3.27
342,1.29,-1.89,1.29,-1.90,1.90,1.77,3.18,3.18,3.18
345,1.26,-1.86,1.26,-1.85,1.85,1.71,3.11,3.11,3.12
349,1.23,-1.80,1.23,-1.81,1.81,1.64,3.04,3.04,3.03
352,1.20,-1.77,1.20,-1.77,1.77,1.59,2.97,2.97,2.97
356,1.16,-1.72,1.17,-1.73,1.73,1.52,2.88,2.89,2.88
359,1.14,-1.68,1.13,-1.68,1.68,1.47,2.82,2.82,2.82
363,1.10,-1.64,1.10,-1.64,1.64,1.41,2.74,2.74,2.74
366,1.08,-1.60,1.07,-1.60,1.60,1.37,2.68,2.67,2.68
370,1.04,-1.55,1.04,-1.56,1.56,1.31,2.59,2.59,2.59
374,1.01,-1.50,1.00,-1.51,1.51,1.25,2.52,2.52,2.51
377,0.98,-1.48,0.97,-1.47,1.47,1.21,2.45,2.44,2.46
381,0.94,-1.43,0.94,-1.43,1.43,1.16,2.36,2.37,2.37
385,0.91,-1.38,0.90,-1.38,1.38,1.11,2.29,2.29,2.29
389,0.87,-1.34,0.87,-1.34,1.34,1.06,2.21,2.21,2.21
393,0.84,-1.29,0.84,-1.30,1.30,1.01,2.13,2.13,2.13
397,0.80,-1.25,0.80,-1.25,1.25,0.96,2.05,2.05,2.05
401,0.77,-1.20,0.77,-1.21,1.21,0.92,1.97,1.97,1.97
405,0.73,-1.16,0.73,-1.16,1.16,0.88,1.89,1.89,1.89
409,0.70,-1.12,0.69,-1.12,1.12,0.83,1.82,1.81,1.82
413,0.66,-1.08,0.66,-1.07,1.07,0.79,1.73,1.73,1.74
417,0.63,-1.02,0.62,-1.03,1.03,0.75,1.65,1.65,1.65
421,0.59,-0.98,0.58,-0.98,0.98,0.72,1.57,1.57,1.57
425,0.56,-0.93,0.55,-0.94,0.94,0.68,1.49,1.48,1.49
430,0.51,-0.89,0.51,-0.89,0.89,0.63,1.40,1.40,1.40
434,0.48,-0.84,0.48,-0.84,0.84,0.60,1.32,1.32,1.32
438,0.44,-0.80,0.44,-0.80,0.80,0.57,1.23,1.24,1.24
443,0.40,-0.75,0.41,-0.75,0.75,0.52,1.15,1.16,1.15
447,0.38,-0.71,0.38,-0.70,0.70,0.49,1.08,1.08,1.08
451,0.35,-0.67,0.34,-0.66,0.66,0.46,1.00,1.00,1.02
456,0.31,-0.60,0.31,-0.61,0.61,0.42,0.92,0.92,0.91
460,0.28,-0.57,0.28,-0.56,0.56,0.39,0.84,0.85,0.85
465,0.26,-0.51,0.26,-0.51,0.51,0.35,0.77,0.77,0.77
470,0.23,-0.46,0.23,-0.47,0.47,0.32,0.69,0.69,0.69
474,0.20,-0.42,0.20,-0.42,0.42,0.29,0.61,0.62,0.62
479,0.17,-0.37,0.17,-0.37,0.37,0.25,0.54,0.54,0.54
484,0.14,-0.32,0.14,-0.32,0.32,0.22,0.46,0.46,0.46
489,0.11,-0.27,0.10,-0.27,0.27,0.18,0.38,0.37,0.37
494,0.08,-0.22,0.07,-0.22,0.22,0.15,0.30,0.29,0.30
499,0.05,-0.17,0.03,-0.17,0.17,0.12,0.22,0.20,0.21
504,0.01,-0.11,-0.01,-0.12,0.12,0.08,0.13,0.11,0.12
509,-0.04,-0.07,-0.05,-0.07,0.07,0.05,0.03,0.02,0.03
514,-0.08,-0.02,-0.09,-0.02,0.02,0.02,-0.07,-0.07,-0.06
519,-0.13,0.03,-0.13,0.03,-0.03,-0.01,-0.17,-0.16,-0.17
524,-0.18,0.09,-0.17,0.08,-0.08,-0.05,-0.27,-0.25,-0.27
529,-0.23,0.13,-0.21,0.14,-0.14,-0.08,-0.37,-0.34,-0.36
535,-0.26,0.20,-0.24,0.19,-0.19,-0.11,-0.45,-0.43,-0.46
540,-0.30,0.24,-0.28,0.24,-0.24,-0.15,-0.54,-0.51,-0.54
545,-0.31,0.28,-0.31,0.29,-0.29,-0.18,-0.60,-0.60,-0.60
551,-0.33,0.34,-0.34,0.34,-0.34,-0.22,-0.67,-0.68,-0.67
556,-0.35,0.39,-0.37,0.39,-0.39,-0.25,-0.75,-0.76,-0.74
562,-0.38,0.44,-0.40,0.44,-0.44,-0.28,-0.83,-0.84,-0.83
568,-0.42,0.49,-0.42,0.49,-0.49,-0.32,-0.92,-0.92,-0.91
573,-0.44,0.55,-0.45,0.54,-0.54,-0.35,-0.99,-0.99,-0.99
579,-0.48,0.60,-0.48,0.59,-0.59,-0.39,-1.08,-1.07,-1.08
585,-0.51,0.66,-0.50,0.64,-0.64,-0.43,-1.16,-1.15,-1.17
591,-0.54,0.70,-0.54,0.69,-0.69,-0.47,-1.24,-1.23,-1.24
596,-0.57,0.74,-0.57,0.74,-0.74,-0.50,-1.32,-1.31,-1.31
602,-0.59,0.79,-0.61,0.79,-0.79,-0.54,-1.38,-1.40,-1.39
608,-0.62,0.83,-0.64,0.84,-0.84,-0.58,-1.46,-1.48,-1.46
615,-0.65,0.89,-0.68,0.89,-0.89,-0.62,-1.54,-1.57,-1.54
621,-0.70,0.93,-0.71,0.94,-0.94,-0.66,-1.64,-1.65,-1.63
627,-0.74,0.99,-0.74,0.99,-0.99,-0.70,-1.73,-1.73,-1.73
633,-0.78,1.04,-0.77,1.03,-1.03,-0.74,-1.82,-1.80,-1.82
639,-0.82,1.08,-0.80,1.08,-1.08,-0.78,-1.91,-1.88,-1.91
646,-0.85,1.14,-0.83,1.13,-1.13,-0.83,-1.99,-1.96,-1.99
652,-0.87,1.18,-0.86,1.18,-1.18,-0.87,-2.06,-2.04,-2.05
659,-0.88,1.23,-0.88,1.23,-1.23,-0.92,-2.12,-2.12,-2.12
665,-0.89,1.28,-0.91,1.29,-1.29,-0.97,-2.18,-2.19,-2.17
672,-0.90,1.33,-0.93,1.34,-1.34,-1.02,-2.24,-2.27,-2.23
679,-0.92,1.38,-0.94,1.39,-1.39,-1.07,-2.32,-2.34,-2.31
686,-0.95,1.45,-0.96,1.45,-1.45,-1.12,-2.40,-2.41,-2.40
692,-0.97,1.50,-0.97,1.51,-1.51,-1.17,-2.48,-2.47,-2.47
699,-0.99,1.56,-0.98,1.56,-1.56,-1.22,-2.56,-2.54,-2.55
706,-1.00,1.62,-0.99,1.62,-1.62,-1.28,-2.62,-2.61,-2.62
713,-1.01,1.67,-1.00,1.68,-1.68,-1.33,-2.69,-2.68,-2.69
721,-1.01,1.73,-1.01,1.74,-1.74,-1.40,-2.75,-2.74,-2.75
728,-1.00,1.79,-1.02,1.80,-1.80,-1.45,-2.80,-2.81,-2.80
735,-1.00,1.86,-1.03,1.85,-1.85,-1.51,-2.86,-2.88,-2.86
742,-1.00,1.91,-1.03,1.91,-1.91,-1.57,-2.91,-2.94,-2.91
750,-1.01,1.97,-1.03,1.96,-1.96,-1.63,-2.98,-3.00,-2.98
757,-1.03,2.02,-1.03,2.02,-2.02,-1.69,-3.05,-3.05,-3.05
765,-1.04,2.07,-1.03,2.07,-2.07,-1.76,-3.11,-3.10,-3.11
773,-1.05,2.11,-1.03,2.11,-2.11,-1.83,-3.16,-3.14,-3.16
780,-1.05,2.15,-1.03,2.15,-2.15,-1.89,-3.21,-3.18,-3.21
788,-1.03,2.20,-1.02,2.19,-2.19,-1.96,-3.23,-3.21,-3.23
796,-1.02,2.23,-1.01,2.23,-2.23,-2.03,-3.25,-3.24,-3.26
804,-0.99,2.27,-1.00,2.26,-2.26,-2.10,-3.25,-3.25,-3.26
812,-0.97,2.30,-0.98,2.28,-2.28,-2.17,-3.26,-3.27,-3.27
820,-0.95,2.33,-0.97,2.30,-2.30,-2.24,-3.26,-3.27,-3.28
828,-0.94,2.33,-0.95,2.32,-2.32,-2.31,-3.27,-3.27,-3.28
837,-0.91,2.35,-0.92,2.34,-2.34,-2.38,-3.26,-3.27,-3.26
845,-0.89,2.36,-0.90,2.36,-2.36,-2.45,-3.25,-3.26,-3.25
853,-0.86,2.38,-0.87,2.38,-2.38,-2.51,-3.24,-3.25,-3.24
862,-0.84,2.38,-0.85,2.39,-2.39,-2.59,-3.24,-3.24,-3.22
871,-0.81,2.39,-0.82,2.41,-2.41,-2.65,-3.23,-3.24,-3.20
879,-0.79,2.39,-0.79,2.43,-2.43,-2.71,-3.23,-3.23,-3.18
888,-0.76,2.40,-0.76,2.46,-2.46,-2.78,-3.22,-3.22,-3.17
897,-0.73,2.43,-0.71,2.49,-2.49,-2.84,-3.22,-3.20,-3.17
906,-0.68,2.47,-0.67,2.52,-2.52,-2.90,-3.20,-3.18,-3.15
915,-0.63,2.53,-0.61,2.55,-2.55,-2.95,-3.18,-3.16,-3.16
924,-0.57,2.59,-0.56,2.58,-2.58,-3.00,-3.15,-3.14,-3.17
933,-0.51,2.64,-0.50,2.61,-2.61,-3.04,-3.13,-3.11,-3.15
943,-0.44,2.68,-0.43,2.65,-2.65,-3.09,-3.09,-3.08,-3.12
952,-0.36,2.71,-0.37,2.68,-2.68,-3.12,-3.04,-3.04,-3.07
962,-0.27,2.73,-0.30,2.70,-2.70,-3.16,-2.98,-3.00,-3.00
971,-0.20,2.74,-0.23,2.73,-2.73,-3.18,-2.93,-2.96,-2.95
981,-0.13,2.75,-0.16,2.75,-2.75,-3.21,-2.89,-2.91,-2.88
991,-0.06,2.77,-0.09,2.77,-2.77,-3.22,-2.84,-2.86,-2.83
1001,0.01,2.78,-0.01,2.79,-2.79,-3.23,-2.78,-2.80,-2.78
1011,0.06,2.79,0.06,2.81,-2.81,-3.23,-2.75,-2.75,-2.73
1021,0.13,2.81,0.14,2.82,-2.82,-3.23,-2.69,-2.68,-2.68
1031,0.19,2.83,0.21,2.83,-2.83,-3.22,-2.65,-2.62,-2.64
1041,0.27,2.83,0.30,2.84,-2.84,-3.21,-2.58,-2.55,-2.57
1052,0.37,2.86,0.38,2.86,-2.86,-3.19,-2.49,-2.47,-2.49
1062,0.45,2.87,0.47,2.87,-2.87,-3.17,-2.42,-2.40,-2.42
1073,0.56,2.89,0.56,2.88,-2.88,-3.14,-2.33,-2.32,-2.33
1084,0.66,2.90,0.66,2.90,-2.90,-3.11,-2.24,-2.24,-2.24
1094,0.76,2.92,0.76,2.91,-2.91,-3.08,-2.16,-2.15,-2.16
1105,0.86,2.92,0.86,2.93,-2.93,-3.04,-2.08,-2.07,-2.06
1116,0.97,2.94,0.96,2.95,-2.95,-2.99,-1.99,-1.99,-1.97
1128,1.08,2.96,1.05,2.98,-2.98,-2.94,-1.90,-1.92,-1.88
1139,1.16,2.97,1.15,3.00,-3.00,-2.90,-1.84,-1.85,-1.82
1150,1.25,3.00,1.23,3.03,-3.03,-2.85,-1.78,-1.79,-1.76
1162,1.32,3.02,1.32,3.05,-3.05,-2.80,-1.73,-1.73,-1.70
1173,1.39,3.05,1.40,3.08,-3.08,-2.75,-1.69,-1.68,-1.66
1185,1.46,3.08,1.47,3.10,-3.10,-2.69,-1.64,-1.63,-1.62
1197,1.52,3.09,1.54,3.11,-3.11,-2.64,-1.60,-1.58,-1.58
1209,1.57,3.10,1.60,3.12,-3.12,-2.59,-1.55,-1.52,-1.54
1221,1.61,3.11,1.64,3.11,-3.11,-2.53,-1.51,-1.47,-1.50
1233,1.64,3.12,1.67,3.09,-3.09,-2.48,-1.45,-1.42,-1.48
1246,1.68,3.11,1.68,3.05,-3.05,-2.42,-1.37,-1.37,-1.43
1258,1.69,3.07,1.66,2.99,-2.99,-2.38,-1.30,-1.33,-1.39
1271,1.69,3.02,1.61,2.91,-2.91,-2.32,-1.22,-1.30,-1.33
