frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
79,9.49,-1.58,9.48,-1.59,1.59,1.93,11.07,11.07,11.06
80,9.44,-1.51,9.45,-1.51,1.51,1.84,10.95,10.96,10.95
81,9.44,-1.42,9.43,-1.43,1.43,1.74,10.87,10.86,10.85
82,9.40,-1.36,9.40,-1.36,1.36,1.65,10.76,10.76,10.75
83,9.37,-1.30,9.37,-1.29,1.29,1.56,10.65,10.66,10.67
84,9.36,-1.22,9.34,-1.22,1.22,1.47,10.58,10.56,10.58
85,9.31,-1.18,9.31,-1.15,1.15,1.39,10.46,10.46,10.48
86,9.28,-1.11,9.28,-1.09,1.09,1.31,10.36,10.37,10.39
87,9.27,-1.02,9.26,-1.02,1.02,1.23,10.29,10.28,10.29
88,9.23,-0.96,9.23,-0.96,0.96,1.15,10.19,10.19,10.18
89,9.19,-0.90,9.20,-0.91,0.91,1.07,10.09,10.10,10.09
90,9.17,-0.83,9.17,-0.85,0.85,1.00,10.02,10.02,9.99
91,9.14,-0.78,9.14,-0.80,0.80,0.93,9.93,9.93,9.92
92,9.10,-0.76,9.11,-0.74,0.74,0.86,9.84,9.85,9.86
93,9.09,-0.70,9.08,-0.70,0.70,0.79,9.78,9.77,9.79
94,9.05,-0.66,9.05,-0.65,0.65,0.72,9.70,9.70,9.71
95,9.02,-0.62,9.02,-0.61,0.61,0.66,9.62,9.63,9.64
96,8.99,-0.55,8.99,-0.56,0.56,0.59,9.55,9.55,9.54
97,8.97,-0.50,8.96,-0.52,0.52,0.53,9.49,9.48,9.47
98,8.93,-0.49,8.92,-0.48,0.48,0.47,9.41,9.41,9.42
99,8.89,-0.46,8.89,-0.44,0.44,0.41,9.33,9.34,9.34
100,8.86,-0.40,8.86,-0.41,0.41,0.35,9.26,9.26,9.26
101,8.84,-0.34,8.82,-0.37,0.37,0.30,9.20,9.19,9.18
102,8.80,-0.34,8.79,-0.33,0.33,0.24,9.12,9.11,9.14
104,8.75,-0.30,8.75,-0.29,0.29,0.14,9.03,9.04,9.04
105,8.71,-0.27,8.72,-0.24,0.24,0.08,8.95,8.96,8.98
106,8.67,-0.24,8.68,-0.20,0.20,0.03,8.86,8.88,8.91
107,8.64,-0.18,8.65,-0.15,0.15,-0.01,8.79,8.80,8.82
108,8.62,-0.12,8.61,-0.10,0.10,-0.06,8.72,8.72,8.73
109,8.58,-0.07,8.58,-0.05,0.05,-0.11,8.63,8.63,8.65
110,8.54,-0.01,8.54,-0.00,0.00,-0.15,8.54,8.55,8.55
111,8.52,0.04,8.51,0.05,-0.05,-0.19,8.47,8.46,8.47
112,8.49,0.12,8.47,0.10,-0.10,-0.24,8.39,8.38,8.37
113,8.45,0.16,8.44,0.14,-0.14,-0.28,8.30,8.29,8.29
114,8.42,0.20,8.40,0.19,-0.19,-0.32,8.23,8.21,8.21
115,8.38,0.23,8.37,0.24,-0.24,-0.35,8.14,8.13,8.14
117,8.31,0.28,8.33,0.28,-0.28,-0.42,8.03,8.05,8.03
118,8.29,0.32,8.29,0.32,-0.32,-0.46,7.97,7.97,7.97
119,8.24,0.34,8.25,0.35,-0.35,-0.49,7.89,7.90,7.89
120,8.22,0.40,8.21,0.39,-0.39,-0.52,7.83,7.82,7.82
121,8.18,0.43,8.17,0.42,-0.42,-0.54,7.76,7.75,7.75
123,8.12,0.44,8.12,0.44,-0.44,-0.60,7.67,7.68,7.68
124,8.08,0.45,8.08,0.47,-0.47,-0.62,7.61,7.61,7.62
125,8.05,0.50,8.04,0.50,-0.50,-0.64,7.55,7.55,7.55
126,8.01,0.53,8.00,0.52,-0.52,-0.66,7.49,7.48,7.48
128,7.95,0.53,7.96,0.55,-0.55,-0.70,7.40,7.41,7.41
129,7.91,0.57,7.92,0.57,-0.57,-0.72,7.34,7.35,7.34
130,7.89,0.62,7.88,0.60,-0.60,-0.74,7.29,7.28,7.27
131,7.85,0.62,7.83,0.62,-0.62,-0.75,7.22,7.21,7.22
133,7.78,0.63,7.79,0.65,-0.65,-0.78,7.13,7.14,7.15
134,7.76,0.67,7.75,0.68,-0.68,-0.79,7.08,7.07,7.09
135,7.72,0.70,7.70,0.71,-0.71,-0.80,7.01,6.99,7.02
137,7.64,0.70,7.66,0.74,-0.74,-0.82,6.90,6.92,6.94
138,7.63,0.77,7.61,0.77,-0.77,-0.83,6.85,6.84,6.86
140,7.55,0.79,7.57,0.80,-0.80,-0.85,6.74,6.76,6.75
141,7.52,0.85,7.52,0.84,-0.84,-0.86,6.68,6.69,6.67
142,7.49,0.88,7.47,0.87,-0.87,-0.87,6.62,6.61,6.61
144,7.43,0.90,7.42,0.90,-0.90,-0.88,6.53,6.53,6.53
145,7.38,0.94,7.38,0.93,-0.93,-0.89,6.45,6.45,6.44
147,7.32,0.95,7.33,0.96,-0.96,-0.90,6.36,6.37,6.36
148,7.29,1.00,7.28,0.99,-0.99,-0.91,6.30,6.29,6.29
150,7.22,1.00,7.23,1.01,-1.01,-0.93,6.20,6.21,6.22
151,7.20,1.05,7.18,1.04,-1.04,-0.93,6.15,6.14,6.14
153,7.12,1.05,7.13,1.07,-1.07,-0.95,6.05,6.06,6.07
154,7.08,1.09,7.08,1.10,-1.10,-0.96,5.98,5.98,5.99
156,7.03,1.12,7.02,1.12,-1.12,-0.97,5.90,5.90,5.91
157,6.97,1.14,6.97,1.15,-1.15,-0.98,5.82,5.82,5.82
159,6.91,1.17,6.91,1.18,-1.18,-1.00,5.73,5.74,5.74
160,6.86,1.18,6.86,1.21,-1.21,-1.01,5.65,5.65,5.68
162,6.82,1.24,6.80,1.23,-1.23,-1.03,5.58,5.57,5.57
164,6.73,1.24,6.75,1.26,-1.26,-1.05,5.47,5.49,5.49
165,6.70,1.30,6.69,1.29,-1.29,-1.06,5.41,5.40,5.40
167,6.63,1.31,6.63,1.31,-1.31,-1.09,5.32,5.32,5.31
169,6.55,1.32,6.57,1.34,-1.34,-1.11,5.21,5.23,5.23
170,6.50,1.35,6.50,1.35,-1.35,-1.12,5.14,5.15,5.15
172,6.42,1.35,6.43,1.37,-1.37,-1.15,5.05,5.07,5.07
174,6.36,1.37,6.36,1.37,-1.37,-1.18,4.99,4.99,4.98
175,6.30,1.39,6.28,1.36,-1.36,-1.19,4.94,4.91,4.91
177,6.22,1.40,6.18,1.35,-1.35,-1.22,4.87,4.83,4.82
179,6.11,1.37,6.07,1.33,-1.33,-1.25,4.78,4.74,4.73
181,6.01,1.37,5.95,1.30,-1.30,-1.28,4.70,4.65,4.64
183,5.89,1.31,5.83,1.28,-1.28,-1.32,4.61,4.55,4.57
184,5.82,1.32,5.71,1.25,-1.25,-1.34,4.56,4.46,4.50
186,5.68,1.25,5.61,1.23,-1.23,-1.37,4.44,4.37,4.43
188,5.53,1.19,5.52,1.23,-1.23,-1.41,4.30,4.29,4.34
190,5.38,1.10,5.45,1.24,-1.24,-1.44,4.14,4.21,4.28
192,5.27,1.06,5.40,1.26,-1.26,-1.48,4.00,4.14,4.20
194,5.17,1.04,5.37,1.31,-1.31,-1.52,3.86,4.06,4.13
196,5.17,1.11,5.37,1.37,-1.37,-1.56,3.80,4.00,4.06
198,5.26,1.25,5.38,1.45,-1.45,-1.60,3.81,3.93,4.01
200,5.36,1.41,5.41,1.54,-1.54,-1.64,3.82,3.87,3.95
202,5.50,1.62,5.45,1.64,-1.64,-1.68,3.86,3.81,3.87
204,5.61,1.82,5.49,1.75,-1.75,-1.72,3.86,3.75,3.79
206,5.69,1.97,5.54,1.85,-1.85,-1.76,3.83,3.69,3.72
208,5.72,2.07,5.59,1.95,-1.95,-1.80,3.76,3.63,3.65
210,5.72,2.13,5.63,2.04,-2.04,-1.84,3.67,3.59,3.59
212,5.71,2.19,5.65,2.12,-2.12,-1.88,3.59,3.53,3.51
214,5.68,2.21,5.65,2.18,-2.18,-1.92,3.49,3.47,3.47
216,5.63,2.23,5.63,2.23,-2.23,-1.96,3.39,3.40,3.39
218,5.58,2.25,5.60,2.27,-2.27,-2.00,3.31,3.33,3.33
221,5.50,2.25,5.55,2.28,-2.28,-2.05,3.21,3.26,3.25
223,5.45,2.25,5.49,2.29,-2.29,-2.08,3.16,3.20,3.20
225,5.40,2.25,5.42,2.29,-2.29,-2.11,3.11,3.14,3.15
227,5.36,2.25,5.36,2.28,-2.28,-2.14,3.08,3.08,3.11
229,5.31,2.25,5.29,2.27,-2.27,-2.17,3.04,3.03,3.06
232,5.22,2.21,5.23,2.25,-2.25,-2.20,2.96,2.98,3.01
234,5.17,2.23,5.17,2.24,-2.24,-2.22,2.92,2.93,2.94
236,5.13,2.23,5.11,2.23,-2.23,-2.24,2.90,2.88,2.89
239,5.04,2.20,5.05,2.21,-2.21,-2.26,2.83,2.84,2.84
241,5.00,2.20,4.99,2.19,-2.19,-2.27,2.80,2.80,2.80
244,4.92,2.17,4.93,2.17,-2.17,-2.28,2.74,2.76,2.75
246,4.87,2.17,4.87,2.15,-2.15,-2.29,2.71,2.72,2.69
248,4.83,2.15,4.81,2.13,-2.13,-2.29,2.70,2.68,2.68
251,4.75,2.11,4.75,2.10,-2.10,-2.28,2.64,2.64,2.64
253,4.70,2.07,4.69,2.08,-2.08,-2.28,2.62,2.61,2.63
256,4.63,2.03,4.63,2.05,-2.05,-2.26,2.58,2.58,2.60
259,4.56,2.00,4.57,2.02,-2.02,-2.24,2.54,2.55,2.55
261,4.52,1.99,4.51,1.99,-1.99,-2.23,2.53,2.52,2.52
264,4.44,1.94,4.45,1.96,-1.96,-2.20,2.48,2.49,2.50
266,4.40,1.92,4.39,1.92,-1.92,-2.18,2.47,2.47,2.48
269,4.33,1.89,4.33,1.89,-1.89,-2.14,2.44,2.44,2.44
272,4.26,1.84,4.27,1.86,-1.86,-2.10,2.40,2.41,2.41
274,4.23,1.84,4.21,1.83,-1.83,-2.08,2.40,2.38,2.38
277,4.16,1.79,4.15,1.79,-1.79,-2.03,2.36,2.36,2.37
280,4.09,1.76,4.09,1.76,-1.76,-1.98,2.33,2.33,2.33
283,4.02,1.71,4.03,1.73,-1.73,-1.94,2.29,2.30,2.31
286,3.96,1.68,3.97,1.69,-1.69,-1.89,2.26,2.28,2.27
288,3.92,1.66,3.91,1.66,-1.66,-1.85,2.26,2.25,2.25
291,3.87,1.65,3.85,1.63,-1.63,-1.80,2.24,2.23,2.22
294,3.80,1.59,3.79,1.59,-1.59,-1.75,2.21,2.20,2.21
297,3.74,1.55,3.73,1.56,-1.56,-1.70,2.18,2.18,2.18
300,3.68,1.54,3.67,1.52,-1.52,-1.64,2.16,2.15,2.13
303,3.62,1.47,3.61,1.49,-1.49,-1.59,2.13,2.13,2.15
306,3.56,1.45,3.55,1.45,-1.45,-1.54,2.11,2.10,2.10
309,3.50,1.40,3.50,1.42,-1.42,-1.49,2.08,2.08,2.10
312,3.45,1.38,3.44,1.38,-1.38,-1.44,2.06,2.06,2.07
316,3.36,1.32,3.38,1.35,-1.35,-1.37,2.00,2.03,2.03
319,3.31,1.30,3.32,1.32,-1.32,-1.32,1.99,2.00,2.01
322,3.27,1.29,3.27,1.29,-1.29,-1.27,1.98,1.98,1.98
325,3.23,1.28,3.21,1.26,-1.26,-1.23,1.97,1.95,1.95
328,3.15,1.21,3.15,1.23,-1.23,-1.18,1.92,1.93,1.94
332,3.10,1.20,3.10,1.20,-1.20,-1.12,1.90,1.90,1.90
335,3.05,1.20,3.04,1.17,-1.17,-1.08,1.88,1.87,1.85
338,3.01,1.15,2.98,1.14,-1.14,-1.03,1.87,1.84,1.86
342,2.93,1.11,2.93,1.11,-1.11,-0.98,1.82,1.82,1.82
345,2.88,1.08,2.87,1.08,-1.08,-0.94,1.80,1.79,1.80
349,2.81,1.05,2.82,1.05,-1.05,-0.89,1.76,1.77,1.76
352,2.76,1.01,2.76,1.02,-1.02,-0.85,1.74,1.74,1.74
356,2.69,0.98,2.70,0.99,-0.99,-0.80,1.70,1.72,1.71
359,2.64,0.94,2.65,0.95,-0.95,-0.76,1.68,1.69,1.70
363,2.58,0.92,2.59,0.92,-0.92,-0.72,1.66,1.67,1.65
366,2.53,0.87,2.53,0.89,-0.89,-0.68,1.64,1.65,1.66
370,2.49,0.86,2.48,0.85,-0.85,-0.64,1.63,1.63,1.63
374,2.44,0.82,2.42,0.82,-0.82,-0.60,1.62,1.60,1.62
377,2.40,0.82,2.37,0.79,-0.79,-0.57,1.61,1.58,1.57
381,2.32,0.74,2.32,0.75,-0.75,-0.53,1.56,1.56,1.57
385,2.27,0.72,2.26,0.72,-0.72,-0.49,1.55,1.54,1.54
389,2.20,0.66,2.21,0.69,-0.69,-0.45,1.51,1.52,1.53
393,2.14,0.62,2.15,0.65,-0.65,-0.41,1.49,1.50,1.52
397,2.10,0.62,2.10,0.62,-0.62,-0.38,1.48,1.48,1.48
401,2.06,0.60,2.04,0.58,-0.58,-0.34,1.47,1.46,1.46
405,1.98,0.53,1.98,0.55,-0.55,-0.31,1.43,1.44,1.45
409,1.93,0.53,1.93,0.51,-0.51,-0.28,1.41,1.41,1.40
413,1.88,0.48,1.87,0.48,-0.48,-0.24,1.40,1.39,1.40
417,1.81,0.45,1.81,0.44,-0.44,-0.21,1.36,1.37,1.36
421,1.75,0.39,1.75,0.41,-0.41,-0.18,1.34,1.35,1.35
425,1.71,0.39,1.70,0.37,-0.37,-0.15,1.34,1.33,1.32
430,1.64,0.31,1.64,0.33,-0.33,-0.12,1.30,1.31,1.33
434,1.59,0.31,1.58,0.30,-0.30,-0.09,1.29,1.29,1.27
438,1.53,0.25,1.53,0.26,-0.26,-0.06,1.27,1.27,1.27
443,1.46,0.23,1.47,0.22,-0.22,-0.03,1.24,1.25,1.22
447,1.41,0.17,1.42,0.18,-0.18,-0.01,1.23,1.24,1.23
451,1.36,0.13,1.37,0.14,-0.14,0.02,1.21,1.22,1.23
456,1.32,0.11,1.31,0.10,-0.10,0.05,1.21,1.21,1.21
460,1.28,0.09,1.26,0.07,-0.07,0.07,1.21,1.19,1.19
465,1.22,0.02,1.21,0.03,-0.03,0.10,1.19,1.18,1.20
470,1.15,-0.04,1.16,-0.01,0.01,0.12,1.15,1.16,1.19
474,1.11,-0.04,1.11,-0.04,0.04,0.14,1.15,1.15,1.15
479,1.06,-0.09,1.05,-0.08,0.08,0.17,1.13,1.13,1.15
484,1.02,-0.08,1.00,-0.11,0.11,0.19,1.13,1.12,1.10
489,0.96,-0.14,0.96,-0.14,0.14,0.21,1.10,1.10,1.10
494,0.89,-0.20,0.91,-0.18,0.18,0.23,1.06,1.08,1.09
499,0.86,-0.21,0.86,-0.21,0.21,0.26,1.06,1.06,1.06
504,0.81,-0.25,0.81,-0.24,0.24,0.27,1.05,1.05,1.06
509,0.76,-0.26,0.76,-0.27,0.27,0.29,1.03,1.03,1.02
514,0.71,-0.31,0.71,-0.30,0.30,0.31,1.01,1.01,1.02
519,0.67,-0.35,0.67,-0.33,0.33,0.33,1.00,1.00,1.01
524,0.63,-0.34,0.62,-0.36,0.36,0.35,0.99,0.98,0.97
529,0.58,-0.39,0.58,-0.39,0.39,0.36,0.97,0.97,0.97
535,0.54,-0.41,0.53,-0.43,0.43,0.38,0.96,0.96,0.94
540,0.49,-0.44,0.49,-0.46,0.46,0.40,0.94,0.94,0.93
545,0.45,-0.49,0.44,-0.49,0.49,0.41,0.94,0.93,0.94
551,0.39,-0.54,0.40,-0.52,0.52,0.43,0.91,0.92,0.93
556,0.36,-0.58,0.35,-0.55,0.55,0.44,0.91,0.91,0.93
562,0.31,-0.60,0.31,-0.58,0.58,0.46,0.89,0.90,0.91
568,0.28,-0.61,0.27,-0.62,0.62,0.47,0.89,0.88,0.88
573,0.23,-0.65,0.23,-0.65,0.65,0.49,0.87,0.87,0.88
579,0.19,-0.67,0.18,-0.67,0.67,0.50,0.86,0.86,0.85
585,0.14,-0.70,0.14,-0.70,0.70,0.52,0.84,0.84,0.84
591,0.11,-0.73,0.10,-0.73,0.73,0.54,0.84,0.83,0.84
596,0.06,-0.77,0.06,-0.76,0.76,0.55,0.81,0.82,0.82
602,0.02,-0.78,0.02,-0.78,0.78,0.57,0.80,0.80,0.80
608,-0.01,-0.81,-0.02,-0.81,0.81,0.58,0.79,0.79,0.80
615,-0.05,-0.81,-0.06,-0.83,0.83,0.60,0.78,0.77,0.75
621,-0.10,-0.85,-0.10,-0.86,0.86,0.62,0.75,0.76,0.75
627,-0.13,-0.89,-0.14,-0.88,0.88,0.63,0.75,0.75,0.75
633,-0.18,-0.92,-0.17,-0.91,0.91,0.65,0.73,0.74,0.74
639,-0.21,-0.92,-0.21,-0.93,0.93,0.67,0.72,0.73,0.71
646,-0.24,-0.96,-0.24,-0.96,0.96,0.69,0.71,0.72,0.72
652,-0.27,-0.99,-0.27,-0.98,0.98,0.71,0.71,0.71,0.72
659,-0.30,-1.01,-0.30,-1.01,1.01,0.73,0.70,0.70,0.71
665,-0.33,-1.05,-0.34,-1.03,1.03,0.75,0.70,0.69,0.71
672,-0.36,-1.08,-0.37,-1.05,1.05,0.78,0.69,0.69,0.71
679,-0.39,-1.06,-0.39,-1.08,1.08,0.80,0.68,0.68,0.67
686,-0.42,-1.08,-0.42,-1.10,1.10,0.82,0.68,0.68,0.66
692,-0.44,-1.11,-0.45,-1.12,1.12,0.85,0.68,0.67,0.67
699,-0.48,-1.15,-0.47,-1.14,1.14,0.87,0.66,0.67,0.67
706,-0.48,-1.15,-0.50,-1.17,1.17,0.90,0.68,0.67,0.67
713,-0.52,-1.19,-0.52,-1.19,1.19,0.93,0.67,0.66,0.67
721,-0.55,-1.22,-0.55,-1.21,1.21,0.96,0.66,0.67,0.67
728,-0.57,-1.24,-0.57,-1.23,1.23,0.99,0.66,0.67,0.67
735,-0.58,-1.25,-0.59,-1.26,1.26,1.01,0.67,0.67,0.67
742,-0.61,-1.28,-0.61,-1.28,1.28,1.04,0.66,0.67,0.67
750,-0.61,-1.28,-0.62,-1.30,1.30,1.08,0.68,0.67,0.67
757,-0.65,-1.32,-0.64,-1.32,1.32,1.11,0.67,0.68,0.67
765,-0.65,-1.32,-0.65,-1.34,1.34,1.14,0.68,0.68,0.67
773,-0.65,-1.37,-0.67,-1.35,1.35,1.18,0.70,0.69,0.72
780,-0.65,-1.37,-0.67,-1.37,1.37,1.21,0.72,0.69,0.72
788,-0.67,-1.39,-0.68,-1.38,1.38,1.25,0.71,0.70,0.72
796,-0.70,-1.42,-0.68,-1.39,1.39,1.28,0.69,0.71,0.72
804,-0.70,-1.42,-0.68,-1.40,1.40,1.32,0.70,0.72,0.72
812,-0.70,-1.43,-0.68,-1.40,1.40,1.36,0.70,0.72,0.72
820,-0.67,-1.39,-0.68,-1.41,1.41,1.39,0.74,0.73,0.72
828,-0.65,-1.40,-0.67,-1.41,1.41,1.43,0.76,0.74,0.75
837,-0.65,-1.41,-0.66,-1.41,1.41,1.47,0.76,0.75,0.76
845,-0.65,-1.41,-0.65,-1.41,1.41,1.51,0.76,0.77,0.76
853,-0.61,-1.40,-0.63,-1.41,1.41,1.54,0.80,0.78,0.79
862,-0.61,-1.42,-0.61,-1.41,1.41,1.58,0.79,0.80,0.81
871,-0.58,-1.39,-0.59,-1.41,1.41,1.62,0.82,0.82,0.81
879,-0.57,-1.41,-0.56,-1.41,1.41,1.65,0.83,0.84,0.84
888,-0.52,-1.38,-0.54,-1.40,1.40,1.69,0.88,0.87,0.85
897,-0.51,-1.40,-0.51,-1.40,1.40,1.72,0.89,0.89,0.89
906,-0.48,-1.41,-0.48,-1.40,1.40,1.75,0.92,0.92,0.92
915,-0.44,-1.40,-0.45,-1.41,1.41,1.79,0.96,0.96,0.96
924,-0.40,-1.41,-0.41,-1.41,1.41,1.81,1.00,1.00,1.01
933,-0.37,-1.42,-0.37,-1.41,1.41,1.84,1.04,1.04,1.05
943,-0.33,-1.42,-0.33,-1.41,1.41,1.87,1.08,1.08,1.09
952,-0.29,-1.43,-0.28,-1.41,1.41,1.89,1.12,1.13,1.14
962,-0.23,-1.42,-0.23,-1.41,1.41,1.91,1.18,1.18,1.19
971,-0.18,-1.44,-0.18,-1.42,1.42,1.93,1.23,1.24,1.26
981,-0.12,-1.43,-0.12,-1.42,1.42,1.95,1.30,1.30,1.31
991,-0.06,-1.41,-0.07,-1.43,1.43,1.96,1.36,1.36,1.35
1001,0.01,-1.42,-0.00,-1.44,1.44,1.97,1.44,1.43,1.43
1011,0.06,-1.44,0.06,-1.45,1.45,1.98,1.50,1.51,1.50
1021,0.13,-1.45,0.13,-1.46,1.46,1.99,1.59,1.59,1.57
1031,0.20,-1.46,0.20,-1.48,1.48,1.99,1.67,1.67,1.66
1041,0.26,-1.51,0.27,-1.50,1.50,1.99,1.75,1.76,1.76
1052,0.34,-1.52,0.34,-1.52,1.52,1.99,1.86,1.86,1.86
1062,0.42,-1.54,0.41,-1.55,1.55,1.98,1.96,1.96,1.95
1073,0.49,-1.58,0.48,-1.58,1.58,1.98,2.07,2.06,2.07
1084,0.56,-1.63,0.56,-1.61,1.61,1.97,2.17,2.17,2.19
1094,0.65,-1.64,0.63,-1.65,1.65,1.96,2.30,2.28,2.29
1105,0.71,-1.69,0.71,-1.69,1.69,1.95,2.40,2.40,2.39
1116,0.79,-1.71,0.79,-1.73,1.73,1.94,2.52,2.52,2.50
1128,0.88,-1.75,0.86,-1.78,1.78,1.92,2.65,2.64,2.63
1139,0.93,-1.84,0.94,-1.82,1.82,1.91,2.75,2.76,2.77
1150,1.01,-1.87,1.02,-1.87,1.87,1.90,2.87,2.88,2.88
1162,1.10,-1.92,1.09,-1.91,1.91,1.88,3.01,3.00,3.01
1173,1.16,-1.97,1.17,-1.96,1.96,1.87,3.12,3.13,3.12
1185,1.26,-1.99,1.24,-2.00,2.00,1.85,3.26,3.25,3.24
1197,1.32,-2.07,1.32,-2.05,2.05,1.84,3.37,3.37,3.39
1209,1.40,-2.10,1.40,-2.09,2.09,1.82,3.49,3.49,3.50
1221,1.48,-2.15,1.48,-2.14,2.14,1.81,3.61,3.61,3.63
1233,1.55,-2.19,1.55,-2.18,2.18,1.80,3.72,3.73,3.73
1246,1.65,-2.20,1.63,-2.21,2.21,1.78,3.86,3.84,3.85
1258,1.70,-2.25,1.71,-2.25,2.25,1.77,3.95,3.96,3.94
1271,1.79,-2.30,1.78,-2.28,2.28,1.76,4.07,4.07,4.09
1283,1.86,-2.33,1.86,-2.31,2.31,1.75,4.17,4.17,4.19
1296,1.94,-2.34,1.94,-2.34,2.34,1.75,4.28,4.28,4.27
1309,2.03,-2.36,2.02,-2.37,2.37,1.74,4.39,4.39,4.39
1322,2.09,-2.41,2.10,-2.39,2.39,1.73,4.48,4.49,4.50
1335,2.19,-2.40,2.18,-2.41,2.41,1.73,4.60,4.59,4.58
1349,2.25,-2.45,2.26,-2.43,2.43,1.73,4.67,4.68,4.70
1362,2.35,-2.46,2.34,-2.44,2.44,1.73,4.79,4.78,4.80
1376,2.42,-2.47,2.42,-2.45,2.45,1.73,4.87,4.87,4.89
