frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
105,1.34,-2.59,1.35,-2.57,2.57,2.28,3.91,3.92,3.93
106,1.36,-2.55,1.35,-2.53,2.53,2.27,3.89,3.89,3.91
107,1.37,-2.50,1.35,-2.49,2.49,2.26,3.87,3.85,3.87
108,1.37,-2.46,1.36,-2.45,2.45,2.26,3.82,3.81,3.83
109,1.37,-2.41,1.36,-2.41,2.41,2.25,3.78,3.78,3.79
110,1.37,-2.37,1.37,-2.37,2.37,2.24,3.74,3.74,3.74
111,1.37,-2.33,1.37,-2.33,2.33,2.24,3.70,3.70,3.70
112,1.37,-2.29,1.38,-2.29,2.29,2.23,3.66,3.67,3.66
113,1.37,-2.25,1.38,-2.25,2.25,2.22,3.62,3.63,3.62
114,1.37,-2.20,1.39,-2.21,2.21,2.22,3.58,3.60,3.57
115,1.37,-2.16,1.39,-2.17,2.17,2.21,3.54,3.56,3.53
117,1.39,-2.14,1.39,-2.13,2.13,2.19,3.52,3.52,3.53
118,1.41,-2.10,1.40,-2.09,2.09,2.18,3.50,3.49,3.51
119,1.41,-2.06,1.40,-2.06,2.06,2.17,3.47,3.46,3.47
120,1.41,-2.01,1.40,-2.02,2.02,2.15,3.43,3.42,3.42
121,1.41,-1.98,1.41,-1.98,1.98,2.14,3.40,3.39,3.39
123,1.41,-1.95,1.41,-1.95,1.95,2.11,3.36,3.36,3.37
124,1.41,-1.92,1.41,-1.91,1.91,2.09,3.33,3.33,3.33
125,1.41,-1.88,1.41,-1.88,1.88,2.07,3.29,3.29,3.29
126,1.41,-1.84,1.41,-1.84,1.84,2.05,3.25,3.26,3.25
128,1.41,-1.82,1.41,-1.81,1.81,2.01,3.22,3.22,3.23
129,1.41,-1.78,1.41,-1.77,1.77,1.99,3.18,3.19,3.19
130,1.41,-1.74,1.41,-1.74,1.74,1.96,3.15,3.15,3.15
131,1.41,-1.69,1.41,-1.70,1.70,1.94,3.11,3.11,3.10
133,1.41,-1.67,1.41,-1.67,1.67,1.88,3.08,3.08,3.09
134,1.41,-1.63,1.41,-1.63,1.63,1.85,3.04,3.04,3.04
135,1.41,-1.59,1.41,-1.59,1.59,1.83,3.00,3.00,3.00
137,1.41,-1.56,1.41,-1.56,1.56,1.77,2.97,2.97,2.97
138,1.41,-1.52,1.41,-1.52,1.52,1.74,2.93,2.93,2.93
140,1.41,-1.49,1.41,-1.48,1.48,1.67,2.89,2.89,2.90
141,1.41,-1.45,1.41,-1.44,1.44,1.64,2.85,2.85,2.86
142,1.41,-1.40,1.41,-1.40,1.40,1.61,2.82,2.82,2.81
144,1.41,-1.36,1.41,-1.37,1.37,1.55,2.78,2.78,2.77
145,1.41,-1.32,1.41,-1.33,1.33,1.51,2.74,2.74,2.74
147,1.41,-1.29,1.41,-1.29,1.29,1.45,2.70,2.70,2.70
148,1.41,-1.25,1.41,-1.25,1.25,1.42,2.66,2.66,2.66
150,1.41,-1.21,1.41,-1.21,1.21,1.35,2.62,2.62,2.62
151,1.41,-1.16,1.41,-1.17,1.17,1.32,2.58,2.58,2.57
153,1.41,-1.13,1.41,-1.13,1.13,1.26,2.54,2.54,2.54
154,1.41,-1.09,1.41,-1.09,1.09,1.23,2.50,2.50,2.50
156,1.41,-1.05,1.41,-1.05,1.05,1.17,2.46,2.46,2.46
157,1.41,-1.01,1.41,-1.01,1.01,1.13,2.42,2.42,2.42
159,1.41,-0.97,1.41,-0.97,0.97,1.08,2.38,2.37,2.38
160,1.41,-0.92,1.41,-0.93,0.93,1.05,2.34,2.33,2.33
162,1.41,-0.89,1.40,-0.88,0.88,0.99,2.30,2.29,2.30
164,1.41,-0.85,1.40,-0.84,0.84,0.93,2.25,2.24,2.26
165,1.39,-0.80,1.39,-0.80,0.80,0.90,2.19,2.19,2.19
167,1.37,-0.76,1.39,-0.76,0.76,0.85,2.13,2.15,2.13
169,1.37,-0.73,1.38,-0.71,0.71,0.80,2.09,2.10,2.10
170,1.37,-0.67,1.38,-0.67,0.67,0.77,2.04,2.05,2.04
172,1.37,-0.63,1.37,-0.63,0.63,0.72,2.00,2.00,2.00
174,1.37,-0.59,1.36,-0.59,0.59,0.67,1.96,1.95,1.96
175,1.37,-0.54,1.35,-0.54,0.54,0.65,1.91,1.90,1.91
177,1.34,-0.49,1.34,-0.50,0.50,0.60,1.84,1.84,1.83
179,1.32,-0.46,1.34,-0.46,0.46,0.55,1.78,1.79,1.78
181,1.32,-0.42,1.33,-0.42,0.42,0.51,1.74,1.74,1.74
183,1.32,-0.38,1.32,-0.37,0.37,0.46,1.70,1.69,1.70
184,1.32,-0.33,1.31,-0.33,0.33,0.44,1.65,1.64,1.65
186,1.28,-0.29,1.29,-0.29,0.29,0.39,1.58,1.59,1.57
188,1.28,-0.26,1.28,-0.26,0.26,0.35,1.54,1.54,1.54
190,1.28,-0.21,1.27,-0.22,0.22,0.31,1.50,1.48,1.49
192,1.24,-0.18,1.25,-0.18,0.18,0.27,1.42,1.43,1.42
194,1.24,-0.15,1.23,-0.15,0.15,0.23,1.39,1.38,1.39
196,1.24,-0.12,1.22,-0.11,0.11,0.19,1.35,1.33,1.36
198,1.19,-0.08,1.20,-0.08,0.08,0.15,1.27,1.28,1.27
200,1.19,-0.05,1.18,-0.05,0.05,0.12,1.24,1.23,1.24
202,1.15,-0.02,1.16,-0.01,0.01,0.08,1.17,1.18,1.17
204,1.15,0.01,1.15,0.02,-0.02,0.04,1.13,1.13,1.14
206,1.15,0.05,1.14,0.05,-0.05,0.01,1.10,1.09,1.11
208,1.11,0.08,1.13,0.08,-0.08,-0.02,1.03,1.05,1.03
210,1.11,0.10,1.12,0.10,-0.10,-0.06,1.01,1.01,1.01
212,1.11,0.13,1.12,0.13,-0.13,-0.09,0.98,0.98,0.98
214,1.11,0.16,1.12,0.16,-0.16,-0.12,0.95,0.96,0.95
216,1.11,0.19,1.12,0.19,-0.19,-0.15,0.92,0.93,0.92
218,1.11,0.22,1.13,0.21,-0.21,-0.18,0.90,0.92,0.90
221,1.15,0.23,1.14,0.24,-0.24,-0.22,0.91,0.90,0.92
223,1.15,0.25,1.16,0.26,-0.26,-0.25,0.89,0.89,0.90
225,1.16,0.28,1.17,0.29,-0.29,-0.27,0.88,0.88,0.88
227,1.19,0.30,1.19,0.31,-0.31,-0.30,0.88,0.88,0.89
229,1.19,0.33,1.21,0.33,-0.33,-0.32,0.86,0.88,0.86
232,1.24,0.35,1.22,0.35,-0.35,-0.35,0.89,0.87,0.89
234,1.24,0.37,1.24,0.37,-0.37,-0.37,0.87,0.87,0.87
236,1.26,0.39,1.25,0.39,-0.39,-0.39,0.87,0.87,0.87
239,1.28,0.41,1.26,0.40,-0.40,-0.41,0.88,0.86,0.88
241,1.28,0.42,1.27,0.42,-0.42,-0.43,0.86,0.86,0.86
244,1.28,0.43,1.28,0.43,-0.43,-0.45,0.85,0.85,0.85
246,1.28,0.44,1.28,0.44,-0.44,-0.46,0.84,0.84,0.84
248,1.28,0.45,1.28,0.44,-0.44,-0.47,0.84,0.84,0.83
251,1.28,0.46,1.28,0.45,-0.45,-0.49,0.83,0.83,0.82
253,1.28,0.46,1.28,0.45,-0.45,-0.49,0.83,0.83,0.83
256,1.28,0.45,1.27,0.45,-0.45,-0.50,0.83,0.82,0.83
259,1.26,0.45,1.27,0.45,-0.45,-0.51,0.81,0.82,0.81
261,1.24,0.44,1.26,0.44,-0.44,-0.51,0.80,0.81,0.80
264,1.24,0.44,1.25,0.44,-0.44,-0.52,0.80,0.81,0.80
266,1.24,0.43,1.24,0.43,-0.43,-0.52,0.81,0.81,0.81
269,1.24,0.42,1.23,0.43,-0.43,-0.52,0.82,0.80,0.82
272,1.23,0.42,1.22,0.42,-0.42,-0.52,0.81,0.80,0.81
274,1.20,0.41,1.21,0.41,-0.41,-0.51,0.79,0.80,0.79
277,1.19,0.40,1.20,0.41,-0.41,-0.51,0.78,0.79,0.79
280,1.19,0.39,1.19,0.40,-0.40,-0.50,0.79,0.79,0.80
283,1.19,0.40,1.18,0.40,-0.40,-0.50,0.80,0.78,0.79
286,1.15,0.39,1.17,0.39,-0.39,-0.49,0.76,0.78,0.76
288,1.15,0.38,1.16,0.39,-0.39,-0.49,0.77,0.78,0.77
291,1.15,0.38,1.15,0.38,-0.38,-0.48,0.77,0.77,0.77
294,1.15,0.38,1.14,0.38,-0.38,-0.47,0.77,0.76,0.77
297,1.14,0.38,1.13,0.37,-0.37,-0.46,0.77,0.76,0.77
300,1.11,0.37,1.12,0.37,-0.37,-0.45,0.74,0.75,0.74
303,1.11,0.36,1.11,0.37,-0.37,-0.44,0.75,0.75,0.75
306,1.11,0.36,1.10,0.36,-0.36,-0.44,0.75,0.74,0.75
309,1.11,0.35,1.09,0.36,-0.36,-0.43,0.75,0.73,0.76
312,1.06,0.35,1.08,0.35,-0.35,-0.42,0.71,0.73,0.71
316,1.06,0.35,1.07,0.35,-0.35,-0.41,0.71,0.72,0.71
319,1.06,0.34,1.06,0.35,-0.35,-0.40,0.71,0.71,0.72
322,1.04,0.35,1.04,0.34,-0.34,-0.39,0.70,0.70,0.69
325,1.02,0.34,1.03,0.34,-0.34,-0.38,0.68,0.69,0.68
328,1.02,0.34,1.02,0.34,-0.34,-0.37,0.68,0.68,0.68
332,1.02,0.33,1.00,0.33,-0.33,-0.37,0.69,0.67,0.69
335,0.98,0.33,0.99,0.33,-0.33,-0.36,0.65,0.66,0.65
338,0.98,0.32,0.97,0.33,-0.33,-0.35,0.65,0.64,0.66
342,0.94,0.32,0.95,0.32,-0.32,-0.34,0.62,0.63,0.62
345,0.93,0.32,0.94,0.32,-0.32,-0.34,0.61,0.62,0.61
349,0.93,0.32,0.92,0.32,-0.32,-0.33,0.61,0.60,0.62
352,0.89,0.32,0.90,0.32,-0.32,-0.33,0.57,0.59,0.57
356,0.89,0.32,0.89,0.31,-0.31,-0.32,0.58,0.57,0.58
359,0.88,0.31,0.87,0.31,-0.31,-0.32,0.57,0.56,0.57
363,0.85,0.31,0.85,0.31,-0.31,-0.31,0.54,0.54,0.54
366,0.85,0.31,0.84,0.31,-0.31,-0.31,0.54,0.53,0.54
370,0.81,0.30,0.83,0.30,-0.30,-0.30,0.51,0.52,0.51
374,0.80,0.30,0.81,0.30,-0.30,-0.30,0.50,0.51,0.50
377,0.80,0.30,0.80,0.30,-0.30,-0.30,0.50,0.50,0.50
381,0.77,0.29,0.78,0.30,-0.30,-0.29,0.47,0.48,0.48
385,0.76,0.30,0.77,0.30,-0.30,-0.29,0.47,0.47,0.47
389,0.76,0.30,0.75,0.29,-0.29,-0.29,0.47,0.46,0.46
393,0.75,0.29,0.74,0.29,-0.29,-0.28,0.46,0.45,0.46
397,0.72,0.29,0.73,0.29,-0.29,-0.28,0.43,0.44,0.43
401,0.72,0.29,0.71,0.29,-0.29,-0.28,0.43,0.43,0.43
405,0.70,0.28,0.70,0.29,-0.29,-0.28,0.42,0.41,0.42
409,0.67,0.28,0.69,0.28,-0.28,-0.28,0.39,0.40,0.39
413,0.67,0.28,0.67,0.28,-0.28,-0.28,0.39,0.39,0.39
417,0.66,0.28,0.65,0.28,-0.28,-0.28,0.38,0.37,0.38
421,0.63,0.28,0.63,0.28,-0.28,-0.28,0.35,0.36,0.35
425,0.63,0.28,0.62,0.28,-0.28,-0.28,0.35,0.34,0.35
430,0.59,0.28,0.60,0.28,-0.28,-0.28,0.31,0.32,0.31
434,0.59,0.28,0.58,0.28,-0.28,-0.28,0.32,0.30,0.31
438,0.54,0.27,0.56,0.27,-0.27,-0.28,0.27,0.28,0.27
443,0.54,0.27,0.54,0.27,-0.27,-0.28,0.27,0.26,0.27
447,0.50,0.27,0.52,0.27,-0.27,-0.28,0.23,0.25,0.23
451,0.50,0.27,0.50,0.27,-0.27,-0.28,0.23,0.23,0.23
456,0.46,0.27,0.47,0.27,-0.27,-0.28,0.19,0.20,0.19
460,0.46,0.26,0.45,0.27,-0.27,-0.28,0.19,0.18,0.20
465,0.43,0.27,0.43,0.27,-0.27,-0.28,0.16,0.16,0.16
470,0.41,0.26,0.41,0.27,-0.27,-0.28,0.15,0.14,0.15
474,0.39,0.27,0.39,0.26,-0.26,-0.28,0.13,0.12,0.12
479,0.37,0.26,0.37,0.26,-0.26,-0.28,0.11,0.10,0.11
484,0.33,0.26,0.35,0.26,-0.26,-0.28,0.07,0.08,0.07
489,0.33,0.26,0.32,0.26,-0.26,-0.28,0.07,0.06,0.07
494,0.29,0.26,0.30,0.26,-0.26,-0.28,0.03,0.04,0.03
499,0.28,0.26,0.28,0.26,-0.26,-0.28,0.02,0.02,0.02
504,0.25,0.26,0.26,0.26,-0.26,-0.28,-0.01,-0.00,-0.00
509,0.24,0.26,0.23,0.26,-0.26,-0.27,-0.02,-0.02,-0.02
514,0.21,0.26,0.21,0.26,-0.26,-0.27,-0.04,-0.04,-0.04
519,0.20,0.25,0.19,0.25,-0.25,-0.27,-0.05,-0.06,-0.05
524,0.15,0.25,0.17,0.25,-0.25,-0.27,-0.10,-0.09,-0.10
529,0.15,0.26,0.15,0.25,-0.25,-0.27,-0.10,-0.11,-0.10
535,0.11,0.25,0.12,0.25,-0.25,-0.26,-0.14,-0.13,-0.14
540,0.11,0.26,0.10,0.25,-0.25,-0.26,-0.14,-0.15,-0.14
545,0.07,0.25,0.08,0.25,-0.25,-0.26,-0.18,-0.17,-0.18
551,0.07,0.25,0.05,0.25,-0.25,-0.26,-0.18,-0.20,-0.18
556,0.02,0.25,0.03,0.25,-0.25,-0.25,-0.23,-0.22,-0.23
562,0.01,0.25,0.01,0.25,-0.25,-0.25,-0.24,-0.24,-0.24
568,-0.02,0.25,-0.02,0.25,-0.25,-0.25,-0.27,-0.27,-0.27
573,-0.05,0.25,-0.04,0.25,-0.25,-0.24,-0.30,-0.29,-0.30
579,-0.06,0.24,-0.07,0.25,-0.25,-0.24,-0.31,-0.31,-0.30
585,-0.11,0.25,-0.09,0.25,-0.25,-0.24,-0.35,-0.34,-0.36
591,-0.11,0.25,-0.11,0.24,-0.24,-0.24,-0.35,-0.36,-0.35
596,-0.14,0.24,-0.14,0.24,-0.24,-0.23,-0.38,-0.38,-0.38
602,-0.15,0.25,-0.16,0.24,-0.24,-0.23,-0.39,-0.41,-0.39
608,-0.19,0.24,-0.19,0.24,-0.24,-0.23,-0.43,-0.43,-0.43
615,-0.22,0.24,-0.21,0.24,-0.24,-0.22,-0.46,-0.45,-0.46
621,-0.24,0.24,-0.24,0.24,-0.24,-0.22,-0.48,-0.48,-0.48
627,-0.26,0.24,-0.26,0.24,-0.24,-0.22,-0.50,-0.50,-0.50
633,-0.28,0.24,-0.28,0.24,-0.24,-0.22,-0.52,-0.52,-0.52
639,-0.31,0.24,-0.31,0.24,-0.24,-0.22,-0.55,-0.55,-0.55
646,-0.32,0.24,-0.33,0.24,-0.24,-0.21,-0.56,-0.57,-0.56
652,-0.37,0.24,-0.35,0.24,-0.24,-0.21,-0.61,-0.60,-0.61
659,-0.37,0.24,-0.38,0.24,-0.24,-0.21,-0.61,-0.62,-0.61
665,-0.41,0.24,-0.40,0.24,-0.24,-0.21,-0.65,-0.64,-0.65
672,-0.42,0.24,-0.42,0.24,-0.24,-0.21,-0.66,-0.66,-0.66
679,-0.45,0.24,-0.44,0.24,-0.24,-0.21,-0.69,-0.68,-0.69
686,-0.46,0.24,-0.47,0.24,-0.24,-0.21,-0.70,-0.71,-0.69
692,-0.50,0.24,-0.49,0.24,-0.24,-0.20,-0.74,-0.73,-0.74
699,-0.50,0.24,-0.51,0.24,-0.24,-0.20,-0.74,-0.75,-0.74
706,-0.54,0.24,-0.53,0.24,-0.24,-0.20,-0.78,-0.77,-0.78
713,-0.54,0.24,-0.55,0.24,-0.24,-0.20,-0.78,-0.79,-0.78
721,-0.58,0.24,-0.57,0.24,-0.24,-0.20,-0.82,-0.81,-0.82
728,-0.58,0.24,-0.59,0.24,-0.24,-0.20,-0.82,-0.83,-0.82
735,-0.62,0.24,-0.61,0.24,-0.24,-0.20,-0.86,-0.85,-0.86
742,-0.63,0.24,-0.63,0.24,-0.24,-0.21,-0.87,-0.87,-0.87
750,-0.66,0.24,-0.65,0.24,-0.24,-0.21,-0.90,-0.88,-0.90
757,-0.67,0.23,-0.66,0.24,-0.24,-0.21,-0.91,-0.90,-0.90
765,-0.67,0.23,-0.68,0.24,-0.24,-0.21,-0.91,-0.92,-0.90
773,-0.71,0.23,-0.70,0.24,-0.24,-0.21,-0.94,-0.93,-0.94
780,-0.71,0.24,-0.71,0.24,-0.24,-0.21,-0.94,-0.95,-0.95
788,-0.71,0.23,-0.73,0.24,-0.24,-0.21,-0.94,-0.97,-0.94
796,-0.76,0.24,-0.75,0.24,-0.24,-0.21,-0.99,-0.98,-1.00
804,-0.76,0.24,-0.77,0.23,-0.23,-0.22,-0.99,-1.01,-1.00
812,-0.79,0.24,-0.79,0.23,-0.23,-0.22,-1.02,-1.03,-1.03
820,-0.80,0.24,-0.81,0.23,-0.23,-0.22,-1.03,-1.05,-1.04
828,-0.80,0.24,-0.83,0.23,-0.23,-0.22,-1.03,-1.07,-1.04
837,-0.84,0.23,-0.85,0.23,-0.23,-0.22,-1.07,-1.09,-1.07
845,-0.85,0.23,-0.87,0.23,-0.23,-0.23,-1.08,-1.10,-1.08
853,-0.89,0.23,-0.88,0.23,-0.23,-0.23,-1.12,-1.11,-1.12
862,-0.89,0.23,-0.88,0.23,-0.23,-0.23,-1.12,-1.12,-1.12
871,-0.89,0.23,-0.88,0.23,-0.23,-0.23,-1.12,-1.11,-1.12
879,-0.89,0.23,-0.85,0.23,-0.23,-0.24,-1.12,-1.08,-1.12
888,-0.84,0.23,-0.82,0.23,-0.23,-0.24,-1.07,-1.05,-1.07
897,-0.80,0.23,-0.76,0.23,-0.23,-0.24,-1.03,-0.99,-1.03
906,-0.74,0.24,-0.68,0.23,-0.23,-0.24,-0.97,-0.91,-0.97
915,-0.67,0.23,-0.59,0.23,-0.23,-0.25,-0.90,-0.82,-0.90
924,-0.58,0.23,-0.50,0.23,-0.23,-0.25,-0.81,-0.73,-0.81
933,-0.46,0.23,-0.40,0.23,-0.23,-0.25,-0.69,-0.63,-0.69
943,-0.34,0.23,-0.31,0.23,-0.23,-0.25,-0.57,-0.54,-0.57
952,-0.19,0.23,-0.23,0.23,-0.23,-0.25,-0.42,-0.46,-0.42
962,-0.06,0.23,-0.16,0.23,-0.23,-0.25,-0.29,-0.39,-0.29
971,0.04,0.23,-0.11,0.23,-0.23,-0.25,-0.19,-0.34,-0.19
981,0.11,0.23,-0.08,0.23,-0.23,-0.25,-0.12,-0.31,-0.12
991,0.08,0.23,-0.06,0.23,-0.23,-0.25,-0.15,-0.29,-0.15
1001,-0.01,0.23,-0.05,0.23,-0.23,-0.25,-0.24,-0.28,-0.24
1011,-0.09,0.23,-0.06,0.23,-0.23,-0.25,-0.32,-0.29,-0.32
1021,-0.16,0.23,-0.08,0.23,-0.23,-0.25,-0.39,-0.31,-0.39
1031,-0.22,0.23,-0.11,0.23,-0.23,-0.25,-0.45,-0.34,-0.45
1041,-0.24,0.23,-0.15,0.23,-0.23,-0.25,-0.47,-0.38,-0.46
1052,-0.24,0.23,-0.18,0.23,-0.23,-0.25,-0.47,-0.41,-0.47
1062,-0.24,0.23,-0.21,0.23,-0.23,-0.25,-0.47,-0.44,-0.46
1073,-0.24,0.23,-0.22,0.23,-0.23,-0.25,-0.47,-0.45,-0.47
1084,-0.24,0.23,-0.23,0.23,-0.23,-0.25,-0.47,-0.46,-0.47
1094,-0.19,0.23,-0.22,0.23,-0.23,-0.24,-0.42,-0.45,-0.42
1105,-0.19,0.23,-0.20,0.23,-0.23,-0.24,-0.42,-0.43,-0.42
1116,-0.16,0.23,-0.18,0.23,-0.23,-0.24,-0.39,-0.41,-0.39
1128,-0.15,0.23,-0.15,0.23,-0.23,-0.24,-0.38,-0.38,-0.38
1139,-0.12,0.23,-0.13,0.23,-0.23,-0.24,-0.35,-0.36,-0.35
1150,-0.11,0.23,-0.11,0.23,-0.23,-0.23,-0.34,-0.34,-0.34
1162,-0.08,0.22,-0.09,0.23,-0.23,-0.23,-0.31,-0.31,-0.30
1173,-0.06,0.23,-0.06,0.23,-0.23,-0.23,-0.29,-0.29,-0.28
1185,-0.06,0.22,-0.05,0.23,-0.23,-0.23,-0.29,-0.27,-0.28
1197,-0.02,0.23,-0.03,0.23,-0.23,-0.22,-0.25,-0.25,-0.25
1209,-0.02,0.23,-0.01,0.23,-0.23,-0.22,-0.25,-0.24,-0.25
1221,0.02,0.23,0.01,0.23,-0.23,-0.22,-0.21,-0.22,-0.21
1233,0.02,0.23,0.02,0.23,-0.23,-0.22,-0.21,-0.20,-0.20
1246,0.02,0.23,0.04,0.23,-0.23,-0.21,-0.21,-0.19,-0.21
1258,0.07,0.23,0.05,0.23,-0.23,-0.21,-0.16,-0.17,-0.16
